file	label	intervaldID	t	f0	F1	F2	F3	H1c	H2c	H4c	A1c	A2c	A3c	H2Ku	H5Ku	H1u	H2u	H4u	A1u	A2u	A3u	B1	B2	B3	H1H2c	H2H4c	H1A1c	H1A2c	H1A3c	H2KH5Ku	H1H2u	H2H4u	H1A1u	H1A2u	H1A3u	CPP	HNR05	HNR15	HNR25	HNR35	intensity	soe
archi-vowels-JSP.wav	á	1	0.251	127.82247595764673	589.259	1354.784	2387.806	25.51126975309109	25.362441267857797	20.251494430062774	7.983273233506328	-2.6539917087729457	13.634293738741572	-0.36227487490807403	-0.8812836164707072	26.006490972247846	27.48245112234898	33.481928422951434	33.481928422951434	14.48257634639777	12.82788315173189	38.654000277267066	44.22586576448003	82.7704946147413	0.14882848523329173	5.110946837795023	17.52799651958476	28.165261461864034	11.876976014349516	0.5190087415626332	-1.475960150101134	-5.999477300602454	-7.475437450703588	11.523914625850075	13.178607820515957	21.995	3.8117165536439446	2.8535040391183215	2.8291240072796766	2.821869239948711	66.29738022938956	0.030366259013290358
 archi-vowels-JSP.wav	á	1	0.302	144.60312945349105	643.724	1353.022	2437.121	31.768861674732662	32.71856490676677	34.9664847468552	24.495723417984575	10.045834022185783	29.379621080134868	14.051244015561206	6.548802368242198	32.31735638279881	35.07686144677606	50.62840892978433	50.62840892978433	28.731156214313284	28.740626704826923	41.14266753041947	46.33497489187118	90.03369044436023	-0.9497032320341106	-2.2479198400884286	7.273138256748087	21.72302765254688	2.389240594597794	7.502441647319008	-2.759505063977244	-15.551547483008271	-18.311052546985515	3.5862001684855294	3.5767296779718905	23.419	14.037087451477081	14.519851162718954	14.09933702989197	14.007034854308177	76.53719727678302	0.03032245804872166
 archi-vowels-JSP.wav	á	1	0.353	152.9440822447305	667.464	1346.2	2603.091	23.159703234346864	28.61031957482268	32.62270206029687	25.984137877305166	15.292481420176976	29.511753393580292	16.989274233336538	15.386313074028013	23.739991367843615	31.11218842095601	49.98355525616308	52.407885590782335	34.692398145343915	25.93028218721255	42.32014567462981	47.29884749431733	104.14336163316663	-5.450616340475815	-4.012382485474188	-2.824434642958302	7.867221814169888	-6.352050159233428	1.6029611593085242	-7.372197053112394	-18.87136683520707	-28.66789422293872	-10.9524067775003	-2.1902908193689363	24.077	7.7544387405272355	8.68352224700126	8.620163810657953	8.576006864186084	78.4794378994461	0.014570364344285958
 archi-vowels-JSP.wav	á	1	0.404	174.59962606935858	607.975	1494.053	2451.197	17.223361821384927	40.771417673615204	44.46690058464096	31.907237193404054	26.459263411484894	22.06344283372302	20.797178808438716	23.581289099824406	18.087817709207883	44.71673475324354	56.28563143035919	56.28563143035919	41.52772899458205	21.987248666167535	44.10166883798259	52.71169735344253	98.47270208914789	-23.548055852230277	-3.6954829110257563	-14.683875372019127	-9.235901590099967	-4.840081012338093	-2.7841102913856908	-26.62891704403566	-11.568896677115646	-38.197813721151306	-23.439911285374166	-3.8994309569596517	23.439	15.944788495728694	15.899150193839866	15.520700356328799	15.479332115685198	81.53486038806801	0.04823741194597394
 archi-vowels-JSP.wav	á	1	0.455	189.30003458415604	636.802	1471.084	2388.028	27.093849740678763	35.250443677395964	26.637409667997474	13.354318533471261	13.576966762374326	17.12052814117417	18.91052126798152	17.03791104297859	28.039709478716993	39.61147564526924	36.83756905322783	37.97925954484398	29.57432582546291	18.54221684311184	46.10585297679507	54.176640219375315	97.416411076844	-8.1565939367172	8.61303400939849	13.739531207207502	13.516882978304437	9.973321599504594	1.87261022500293	-11.571766166552244	2.7739065920414063	-9.939550066126984	-1.534616346745917	9.497492635605152	18.572	3.8717706442393265	4.6533951252222865	4.125828146170348	4.088195014274351	74.10935275320307	0.015170310916662749
archi-vowels-JSP.wav	á	2	0.996	--undefined--	603.764	1324.911	2422.308	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	24.407	6.30279066107207	4.092942529801849	4.083394855290447	4.079806690694939	70.10290097534858	0.006568211202418622
 archi-vowels-JSP.wav	á	2	1.041	134.52886793329014	670.309	1291.047	2423.471	24.63389994010581	21.140068568610584	23.017646494678086	18.336790723748084	11.745160477920454	23.315731143240285	8.09120244811273	8.778351074756719	25.085180880067625	23.048078354016198	33.570022715387225	45.5085640411766	32.42674807638517	22.802271308417893	40.25593519412219	44.28633681421472	86.6552252687257	3.493831371495226	-1.8775779260675023	6.297109216357725	12.888739462185356	1.3181687968655247	-0.6871486266439888	2.0371025260514273	-10.521944361371027	-20.423383161108973	-7.341567196317541	2.282909571649732	23.481	10.235670461250328	13.082828559945739	12.849823090964223	12.794767834233841	72.42130731115311	0.03803214951982039
 archi-vowels-JSP.wav	á	2	1.086	132.1183420340751	671.067	1328.866	2413.596	23.4221691132052	23.56634654662566	25.384624691107362	18.058780357618723	13.010583326062985	26.37700436212294	16.747498542886415	15.407181562644945	23.851229560058087	25.376738013203557	35.215656727020395	45.127245510634765	33.26347048158946	26.857748597072856	39.98891613057724	44.43468050588354	85.43103408143905	-0.14417743342045952	-1.8182781444817024	5.363388755586477	10.411585787142215	-2.954835248917739	1.3403169802414698	-1.52550845314547	-9.838918713816838	-21.276015950576678	-9.412240921531371	-3.006519037014769	23.96	16.307727898690775	18.555241616420666	17.99870056370008	16.85643378410951	72.52999578990529	0.03820209115923884
 archi-vowels-JSP.wav	á	2	1.131	133.5878924385563	625.239	1411.864	2405.599	24.18019845333578	25.529151146605706	23.901086828587598	18.972889027942106	15.882029864642337	18.889005871984	10.671641963089671	11.156394091257733	24.663243716210385	27.591999035654936	36.440427401574176	44.827468744212325	33.46479270091812	19.73458139535167	39.7093969535968	45.79524140262668	85.27432255215842	-1.3489526932699256	1.628064318018108	5.2073094253936745	8.298168588693443	5.29119258135178	-0.48475212816806135	-2.9287553194445515	-8.84842836591924	-20.16422502800194	-8.801548984707733	4.928662320858713	24.734	16.111978707367022	18.622805156386192	18.49179208794855	17.647633617619157	72.12679505493638	0.03542414878632495
 archi-vowels-JSP.wav	á	2	1.176	130.07421780078553	402.495	1454.819	2400.189	23.466770417100488	27.616915558653965	33.339809196022294	17.602263829423745	20.02917761610415	23.12089787186745	11.614685947802704	6.8320911486799325	24.48722634901094	32.533822163190756	37.89964264620871	38.55025373679433	28.463734509606923	16.9763520292204	39.17558875284058	46.04885081762453	84.08474681230189	-4.150145141553477	-5.72289363736833	5.864506587676743	3.437592800996338	0.3458725452330391	4.782594799122771	-8.046595814179817	-5.365820483017956	-14.063027387783393	-3.9765081605959836	7.510874319790538	17.104	3.4120461352616447	3.267150831494199	2.5507041309481226	2.546093308347003	67.11742727333309	0.04680910779351663
