file	label	intervaldID	t	f0	F1	F2	F3	H1c	H2c	H4c	A1c	A2c	A3c	H2Ku	H5Ku	H1u	H2u	H4u	A1u	A2u	A3u	B1	B2	B3	H1H2c	H2H4c	H1A1c	H1A2c	H1A3c	H2KH5Ku	H1H2u	H2H4u	H1A1u	H1A2u	H1A3u	CPP	HNR05	HNR15	HNR25	HNR35	intensity	soe
archi-vowels-PSX.wav	áʲˤ	1	0.365	223.2017630070714	708.767	1785.943	2922.982	42.2342232978392	38.69839618715335	34.91108273147457	32.768894066560726	26.42815938713953	38.226367018097214	40.25640976531521	18.456173921714267	43.275501633488716	43.62173411519939	41.98761831646193	57.18632232218609	40.25640976531521	35.54672521465136	50.72064940058974	68.77125036183209	154.94891239938377	3.535827110685851	3.7873134556787775	9.465329231278474	15.80606391069967	4.007856279741986	21.800235843600944	-0.3462324817106719	1.6341157987374544	-13.910820688697378	3.019091868173504	7.728776418837356	24.636	6.962687337725497	5.061249749734149	4.004363018659339	3.46093608260885	83.50178595470484	0.0954362537243725
 archi-vowels-PSX.wav	áʲˤ	1	0.387	210.77388913855827	829.061	1875.398	3082.977	39.636172993684795	40.08120735728933	27.644610090098404	26.462862013539763	27.742591586777127	37.291337523158205	44.0322217154123	20.420778695109995	40.32641876922825	43.12421994327125	52.733742864756636	52.733742864756636	44.0322217154123	36.25566001978755	50.20038593706341	70.73009161452504	167.18498551488167	-0.44503436360453463	12.436597267190926	13.173310980145033	11.893581406907668	2.34483547052659	23.611443020302303	-2.797801174043002	-9.609522921485386	-12.407324095528388	-3.7058029461840505	4.070758749440699	21.119	14.12053855948974	7.366548560391724	6.154914255938943	5.589582125417413	81.82061985411998	0.07396459868083728
 archi-vowels-PSX.wav	áʲˤ	1	0.409	196.83152668628733	854.011	1884.099	3180.295	37.85912602438289	39.46859241612007	27.8234049727418	18.544960935192762	19.01644016200303	32.15721945791984	36.126093600461566	16.52148971771146	38.42836278234384	41.928519528315434	45.442646838409885	45.442646838409885	36.126093600461566	30.431392805257556	48.720625038059005	68.8326517976581	171.90326410123356	-1.609466391737179	11.64518744337827	19.314165089190126	18.84268586237986	5.701906566463052	19.604603882750105	-3.5001567459715943	-3.5141273100944517	-7.014284056066046	2.3022691818822736	7.996969977086284	19.968	17.931140000409155	9.58114837750668	8.287381500601773	7.755374180046301	78.60629932665724	0.05552085244666546
 archi-vowels-PSX.wav	áʲˤ	1	0.43	188.05127682606633	826.002	2110.779	3315.333	38.10713155282413	34.19288103378953	16.416560131849096	6.2765172196325345	13.654406253546092	29.47604230080104	23.826113952115623	17.422887359194345	38.638382223107605	36.488460086879236	32.544245384068574	32.544245384068574	27.479927731883826	28.248845164314126	47.534433615587766	78.959043858257	182.4434665790891	3.9142505190345958	17.776320901940437	31.830614333191594	24.452725299278036	8.631089252023088	6.403226592921278	2.149922136228369	3.9442147028106618	6.094136839039031	11.158454491223779	10.38953705879348	14.679	21.875479866993746	6.943354376822367	6.598426494636753	6.4050621816838404	72.15378409370896	0.055236712883934384
 archi-vowels-PSX.wav	áʲˤ	1	0.452	159.97507709954837	789.803	1997.538	3215.287	24.227786165261396	25.596371563754804	17.031730718665553	0.9123639279859326	13.557224528357747	21.828037292279312	28.426528351786597	22.639185847119172	24.647359754369035	27.377426375314485	27.17593639931499	27.48213805972533	28.426528351786597	20.474151601986875	44.054941343690835	67.78717344919616	160.08039463611627	-1.3685853984934084	8.56464084508925	23.315422237275463	10.67056163690365	2.3997488729820837	5.787342504667425	-2.7300666209454505	0.2014899759994968	-2.834778305356295	-3.779168597417563	4.173208152382159	15.423	10.375513573005284	0.6862149070282568	0.12943012491520212	0.03936718899715966	65.16169730778438	0.011203293085912414
archi-vowels-PSX.wav	áʲˤ	2	1.056	175.0701837136951	731.403	1762.451	2810.602	28.699433161897115	35.47225010913647	21.44052745663945	21.83173875861393	19.492441153262448	30.17776507341018	32.78055010542604	15.49249516515549	29.29728152450492	38.07729296978051	42.68865066852493	47.637407854521584	35.25083849300449	30.830492924029443	45.39626380601078	60.442475257957724	127.9249672480524	-6.7728169472393525	14.031722652497017	6.867694403283185	9.206992008634668	-1.478331911513063	17.28805494027055	-8.780011445275587	-4.6113576987444205	-18.340126330016663	-5.953556968499566	-1.5332113995245216	16.838	16.518651308737155	2.6539380314420757	2.546384105180951	2.472773467398431	76.48743600874832	0.06537842535446482
 archi-vowels-PSX.wav	áʲˤ	2	1.08	164.22077968186542	825.233	1794.776	2891.134	32.99666335468313	32.22432607023588	27.435962351891106	12.80209021542489	6.0440192823272625	21.517968940612853	23.36891598572516	9.368817725531583	33.420574029591265	34.01696773540452	37.34710725795292	40.20332133832541	24.23608202240114	23.645540974329755	44.754114853357464	59.941706785119614	131.47610816064463	0.7723372844472465	4.788363718344776	20.19457313925824	26.952644072355866	11.478694414070276	14.000098260193576	-0.5963937058132558	-3.3301395225484	-6.7827473087341446	9.184492007190126	9.77503305526151	15.785	14.150446745601865	7.881891239389274	6.702831435064517	6.42475055666758	71.09132562404463	0.06542392446942001
 archi-vowels-PSX.wav	áʲˤ	2	1.104	167.90248100520213	875.281	2058.51	2997.463	32.667616917958966	25.613784522285254	22.377565020885747	7.4197659947703585	15.019015491688087	18.925611952146525	31.11846612498711	13.351597988204059	33.05133393879947	27.230740788552946	31.036707116451183	34.869968535835795	31.11846612498711	24.193113404912346	45.449440366016404	72.2671003286179	142.47321773430392	7.053832395673712	3.236219501399507	25.247850923188608	17.64860142627088	13.742004965812441	17.76686813678305	5.820593150246527	-3.8059663278982363	-1.818634597036322	1.932867813812365	8.858220533887128	13.744	10.216043191234121	2.5434396478803585	1.285560407324586	0.5042692950460013	67.60131947194073	0.06224936590579661
 archi-vowels-PSX.wav	áʲˤ	2	1.128	155.9668891604038	790.446	1903.315	3049.79	26.703493517754403	19.56858871555408	11.19207694514252	2.4572538850717294	16.691885267083894	23.616622493347908	32.80418777900264	14.827014495556147	27.10678925881083	21.274052149509657	20.593299472966198	29.29300252914997	32.80418777900264	23.869545540593137	43.59409172745878	62.87973422673422	142.8539123088463	7.1349048022003245	8.376511770411557	24.246239632682673	10.011608250670509	3.086871024406495	17.97717328344649	5.832737109301174	0.6807526765434595	-2.186213270339138	-5.697398520191808	3.2372437182176945	6.651	8.611441041681354	0.5253786277980343	-1.8167497630762175	-2.2155001566114887	63.79283892637153	0.029274841585250712
 archi-vowels-PSX.wav	áʲˤ	2	1.152	135.63302779950496	815.947	2005.546	3240.086	21.58261654010485	8.664109959623099	3.6909579382491735	-9.772811324259134	-1.6652570460091525	12.071555825212915	14.356005207965406	7.270282733893221	21.86584498961262	9.841620871846748	9.407919401740386	17.72022426484871	14.356005207965406	11.592172017264101	41.375831895136955	63.80281217543712	152.0814438611742	12.918506580481752	4.9731520213739255	31.355427864363985	23.247873586114004	9.511060714891936	7.085722474072186	12.02422411776587	0.43370147010636195	4.1456207247639085	7.509839781647212	10.273672972348518	0	5.84066952794101	-0.04809021666670954	-0.8892166185682805	-2.495455025005179	54.80821182589439	0.01693355401366133
