file	label	intervaldID	t	f0	F1	F2	F3	H1c	H2c	H4c	A1c	A2c	A3c	H2Ku	H5Ku	H1u	H2u	H4u	A1u	A2u	A3u	B1	B2	B3	H1H2c	H2H4c	H1A1c	H1A2c	H1A3c	H2KH5Ku	H1H2u	H2H4u	H1A1u	H1A2u	H1A3u	CPP	HNR05	HNR15	HNR25	HNR35	intensity	soe
archi-phon-2006-JSP-1-vowels.wav	í	1	4.644	150.46102121782408	315.458	2572.453	3019	22.438078261690556	20.66706007236337	6.252453712418308	19.71611991291374	11.704129493627118	4.936535714725558	-7.814981110088053	-0.1185675064267147	24.646659103614198	35.39044923188057	-1.6613672846538354	35.39044923188057	3.7148187052933017	1.4145839691728819	53.03917328439094	101.15275118460379	137.99036215725698	1.7710181893271866	14.414606359945061	2.721958348776816	10.733948768063438	17.501542546965	-7.696413603661338	-10.743790128266369	37.0518165165344	-10.743790128266369	20.931840398320897	23.232075134441317	15.393	8.37316797610669	8.11988136239174	8.101998978782955	8.057960528799581	60.333342234075424	0.007825030591183595
 archi-phon-2006-JSP-1-vowels.wav	í	1	4.691	158.1799965877377	346.537	2232.433	2789.525	23.049652232383576	20.257256145871516	20.933420392767957	16.586058128558886	10.056597537929104	12.200064034977707	3.5124283871385242	2.1744459016291917	25.083745730549566	33.84971407656838	14.317948192142477	33.84971407656838	6.980782072315193	8.7145632056308	48.88592340986851	80.08019099710926	120.67211738637451	2.79239608651206	-0.6761642468964411	6.46359410382469	12.993054694454472	10.849588197405868	1.3379824855093325	-8.765968346018816	19.531765884425905	-8.765968346018816	18.102963658234373	16.369182524918767	17.703	7.775245385979934	7.496044509425994	7.363730203088226	7.217436490716236	60.78628179691803	0.008906398357475564
 archi-phon-2006-JSP-1-vowels.wav	í	1	4.738	164.98813864020622	358.117	2387.077	3075.343	22.525608278052506	34.15060980197919	37.0042489248539	30.718428245331193	20.1438785114838	22.298047165923737	9.681463391375335	11.665029064969978	24.603242257725746	48.396868400274364	30.12410034703956	48.396868400274364	15.893424111617742	15.36640958275827	48.06674913610809	91.56455464257614	148.691877166814	-11.625001523926688	-2.8536391228747036	-8.192819967278687	2.381729766568707	0.22756111212876817	-1.9835656735946436	-23.793626142548618	18.272768053234806	-23.793626142548618	8.709818146108004	9.236832674967477	22.59	26.074016127455984	24.511852034591296	23.702135630615135	22.868609148677315	73.63551079587411	0.020217193023133656
 archi-phon-2006-JSP-1-vowels.wav	í	1	4.785	172.4158306257204	354.514	2358.018	3072.153	22.887214896425647	38.94534909275417	31.887413970326733	38.43556424522228	21.15744030210029	17.01392196510629	14.930495231658476	7.261638907711373	25.2317696046033	55.77190232181461	23.796263937698072	55.77190232181461	16.862082691513844	9.287458246324059	49.51522219865016	91.31440586910041	151.25295384039944	-16.058134196328524	7.057935122427438	-15.548349348796634	1.729774594325356	5.873292931319355	7.668856323947103	-30.540132717211307	31.975638384116536	-30.540132717211307	8.369686913089456	15.944311358279242	17.14	23.367982585433275	18.988697805729156	18.877287198895814	18.811433579113647	80.61092510225727	0.038958793123748524
 archi-phon-2006-JSP-1-vowels.wav	í	1	4.832	200.05967281561033	406.407	2073.981	2631.906	35.538553460294	32.85343673069502	16.27267404809584	32.60550554434449	9.540913594423369	15.65994025076186	5.386729552055023	13.079731952366785	37.99798526468744	51.77539039751025	8.519276155948273	51.77539039751025	10.072925667608683	14.813767797426324	46.655983141836145	79.13622299355501	119.78911280906631	2.685116729598974	16.580762682599183	2.9330479159495084	25.997639865870628	19.878613209532137	-7.693002400311762	-13.777405132822807	43.256114241561974	-13.777405132822807	27.92505959707876	23.18421746726112	0	13.214532713581848	13.33259734306485	13.314606072043508	13.273816284251854	77.23266123782662	0.0697360742256312
archi-phon-2006-JSP-1-vowels.wav	í	2	5.449	--undefined--	350.355	2323.237	2907.251	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	8.81	-0.7190212282595121	-0.7366746602583695	-0.8756097329671444	-1.1574105521234164	52.830353618891465	0.0011210734107803511
 archi-phon-2006-JSP-1-vowels.wav	í	2	5.485	146.20618749734453	391.191	2353.924	3088.255	24.7518477746705	35.29465193362309	19.69448712704661	21.818070741587665	16.626122220292082	11.11753828529779	4.188322616126151	8.563326646458089	26.079377181951134	42.3671064329109	18.394854553642176	41.47617343719851	14.710036722055133	5.288727182246211	41.96782900837639	84.95348742826177	142.60268153197686	-10.542804158952592	15.600164806576483	2.933777033082837	8.12572555437842	13.634309489372711	-4.3750040303319375	-16.287729250959767	23.972251879268725	-15.396796255247377	11.369340459896002	20.790649999704925	23.063	9.426142468883564	9.012813720894588	8.934009540119996	8.885862162541962	65.56636419636658	0.012548707028567255
 archi-phon-2006-JSP-1-vowels.wav	í	2	5.521	144.1567772499816	336.717	2379.331	2990.834	28.257589339576537	32.12249921792034	30.717090030063414	25.753695000788912	24.80831298219241	22.260405075514946	6.2951148844374565	18.849540154598483	30.014154780564017	42.791877933586086	25.525210018626773	42.791877933586086	20.032184365647915	16.55211528673689	48.556112512100604	86.10739799366668	133.17228887733307	-3.8649098783438056	1.4054091878569288	2.5038943387876245	3.449276357384125	5.997184264061591	-12.554425270161026	-12.77772315302207	17.266667914959314	-12.77772315302207	9.981970414916102	13.462039493827128	24.609	18.165284219465036	17.24330494297427	16.20837138839078	15.274472400657864	67.27122196217009	0.012106651883246434
 archi-phon-2006-JSP-1-vowels.wav	í	2	5.557	148.4788590333263	382.638	2337.803	3231.564	28.335279243155057	40.112755613825065	31.63566684728058	27.046473604639075	21.75222743302712	24.101263177543245	15.424665854347793	16.769338657540647	29.772149270997467	48.021947359940754	29.224328572515716	46.27987009387589	19.556584550790664	14.669082964495503	43.08078947501772	84.45040297461148	156.76991332713177	-11.777476370670009	8.477088766544487	1.2888056385159814	6.583051810127937	4.2340160656118115	-1.3446728031928536	-18.249798088943287	18.797618787425037	-16.507720822878426	10.215564720206803	15.103066306501963	28.43	28.175115257472385	26.783197363493198	25.78330637104822	25.03575247122155	72.41756075349136	0.014247865614761945
 archi-phon-2006-JSP-1-vowels.wav	í	2	5.592	148.75105006363898	337.38	2221.237	3294.747	30.48304691651828	37.50946573437575	35.4146894394172	32.377861252618644	22.25466544985753	31.768029625665314	14.424815426373595	19.131139503535056	32.36205640747203	49.37045409655988	29.58632944147919	49.37045409655988	19.04149305700219	17.25807458575442	49.063844809295674	77.43274861585614	162.8953761160209	-7.026418817857472	2.0947762949585496	-1.8948143361003638	8.22838146666075	-1.2849827091470338	-4.706324077161462	-17.00839768908785	19.784124655080692	-17.00839768908785	13.320563350469843	15.10398182171761	0	28.675008298265983	28.03733523912848	27.58084357966734	26.922971302523507	73.78461532974657	0.025486549052074522
archi-phon-2006-JSP-1-vowels.wav	í	3	8.755	139.0673928635591	313.952	2055.607	2875.311	23.78859836782161	15.842432336640833	32.06599908114225	11.650515737018939	17.671257325332896	23.157018823833514	15.166483040504886	-0.7190723595720951	25.676803967274427	27.580466503181967	26.133622590099378	27.580466503181967	15.166483040504886	13.01770788698678	51.67669053246208	66.75557930796751	121.5558641780469	7.946166031180777	-16.22356674450142	12.138082630802671	6.1173410424887145	0.6315795439880958	15.885555400076981	-1.9036625359075394	1.4468439130825885	-1.9036625359075394	10.510320926769541	12.659096080287647	19.557	2.9518113484895805	3.355427322715169	3.2187810131572108	3.2504672666773176	61.218295920205854	0.02818685618903304
 archi-phon-2006-JSP-1-vowels.wav	í	3	8.814	150.0202740800722	457.015	2426.845	2958.463	24.617303801814398	39.977073747787855	28.253397164212117	15.13733505276333	19.799476489185746	17.988892077669544	14.082256447592576	8.166406086267488	25.635329812903628	44.95825224255454	31.54927701753399	36.91220848589377	19.82433596916917	19.316051933482036	38.70716470289345	90.67070307015449	132.4598814175703	-15.359769945973458	11.723676583575738	9.479968749051068	4.817827312628651	6.628411724144854	5.915850361325088	-19.322922429650916	13.408975225020555	-11.276878672990144	5.810993843734458	6.319277879421591	19.72	22.608736311405224	19.821790082354163	17.830949227244847	16.25651087215576	69.68805687301017	0.026969949942185847
 archi-phon-2006-JSP-1-vowels.wav	í	3	8.872	167.15047700263793	422.782	2358.474	3005.637	17.217291716052888	42.77668135333392	21.417255966891574	27.736011562312793	21.36500645127205	19.281021919101605	11.836888834659431	15.882934252539522	18.7247888845231	51.26191477266942	18.616260724331514	48.130558478702866	20.30601308362698	16.27632343251853	41.851390795954444	90.12006916792915	142.95824954544975	-25.559389637281033	21.359425386442346	-10.518719846259906	-4.147714735219161	-2.063730203048717	-4.046045417880091	-32.53712588814632	32.6456540483379	-29.405769594179766	-1.581224199103879	2.4484654520045694	21.679	26.44028966616839	24.060336424011556	22.057913839208595	20.855103225137096	76.56328564200115	0.05865637362375036
 archi-phon-2006-JSP-1-vowels.wav	í	3	8.931	179.53743083244453	361.884	2391.26	2998.183	19.923581523447034	33.72847399275994	23.11062195048457	33.70308305163769	21.67405149604201	19.054294671230455	11.374403762483373	7.517676489793674	22.3800197906467	51.2488977123362	14.599161049151313	51.2488977123362	17.246110622721247	13.860407649445657	49.34614556214204	95.3240080987837	146.81575144398272	-13.804892469312904	10.617852042275366	-13.779501528190657	-1.7504699725949777	0.8692868522165789	3.8567272726896995	-28.868877921689503	36.64973666318489	-28.868877921689503	5.133909167925452	8.519612141201042	23.92	30.914345004194452	29.550974391043884	28.891062753967773	28.69706591077734	76.72477962601941	0.07789963062205987
 archi-phon-2006-JSP-1-vowels.wav	í	3	8.989	190.16818950115416	385.153	2076.188	3007.638	24.142789990211863	4.1368835084147655	30.676075888126217	7.460644801841379	13.447088812294027	19.07873021849474	13.19863215889066	-1.7604689805774578	26.605243488457756	22.494783992672893	22.70506098367711	25.945746891562035	13.19863215889066	9.020722376147528	47.66580857970748	77.39620952425933	151.6554582686245	20.005906481797098	-26.53919237971145	16.682145188370484	10.695701177917837	5.0640597717171225	14.959101139468117	4.110459495784863	-0.2102769910042177	0.6594965968957212	13.406611329567095	17.584521112310227	24.905	7.460845271175092	6.439603850709803	6.288069337946368	6.102521343420966	63.606808220214866	0.017485964549903633
archi-phon-2006-JSP-1-vowels.wav	í	4	9.758	--undefined--	289.188	2106.899	2970.668	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	0	0	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	0	0	0	0	0	0	6.899	-0.053945209762562556	0.018546193164079957	-0.6531046199295519	8.959875785922584	51.42242783375012	0.010907398991699485
