speaker	vowel	phone	time	duration	F1	F2	F3	ceiling	F1Bk	F2Bk	F3Bk
JSP	i	i	483.134	0.241	419	2199	2730	5000	4.25	13.53	14.98
JSP	i	ĩ	484.297	0.361	306	1901	2610	5000	3.18	12.55	14.67
JSP	i	i	488.540	0.176	374	1963	2392	5000	3.83	12.77	14.10
JSP	i	i	489.212	0.151	333	1775	2252	5000	3.44	12.10	13.69
JSP	i	i	542.721	0.151	335	1981	2551	5000	3.46	12.83	14.50
JSP	i	i	543.374	0.108	282	2058	2836	5000	2.95	13.09	15.25
JSP	i	i	564.620	0.196	438	2260	2676	5000	4.42	13.71	14.86
JSP	i	i	565.602	0.240	356	2171	2610	5000	3.67	13.45	14.69
JSP	i	i	621.836	0.276	338	2004	2631	5000	3.49	12.91	14.74
JSP	i	i	649.752	0.090	424	2108	2579	5000	4.29	13.25	14.61
JSP	i	i	688.401	0.145	403	2005	2573	5000	4.10	12.91	14.59
JSP	i	i	689.343	0.121	350	1862	2444	5000	3.60	12.42	14.24
JSP	i	í	697.531	0.169	392	1965	2647	5000	4.00	12.78	14.78
JSP	i	í	699.251	0.093	382	1917	2580	5000	3.90	12.61	14.61
JSP	i	í	707.390	0.329	343	2221	2745	5000	3.54	13.60	15.03
JSP	i	í	708.272	0.232	336	2167	2601	5000	3.47	13.43	14.66
JSP	i	í	718.101	0.361	384	2327	2762	5000	3.92	13.91	15.07
JSP	i	í	718.775	0.244	327	2319	2838	5000	3.39	13.89	15.26
JSP	i	í	728.018	0.147	362	2168	2570	5000	3.72	13.44	14.58
JSP	i	í	728.554	0.137	347	2170	2682	5000	3.58	13.44	14.87
JSP	i	ĩ́	735.435	0.171	415	2113	2797	5000	4.20	13.22	15.14
JSP	i	í	736.579	0.170	323	1865	2881	5000	3.35	12.19	15.26
JSP	i	í	756.200	0.214	453	2142	2479	5000	4.55	13.35	14.32
JSP	i	i	756.630	0.131	330	2111	2521	5000	3.42	13.26	14.45
JSP	i	í	757.109	0.200	430	1938	2505	5000	4.34	12.69	14.40
JSP	i	i	757.472	0.139	307	2055	2560	5000	3.19	13.08	14.56
JSP	i	í	765.761	0.311	318	2065	2763	5000	3.30	13.11	15.07
JSP	i	í	766.327	0.266	330	2136	2749	5000	3.41	13.34	15.04
JSP	i	íː	773.433	0.268	349	2106	2761	5000	3.60	13.24	15.07
JSP	i	íː	774.042	0.188	286	2036	2595	5000	2.99	13.01	14.65
JSP	i	i	812.675	0.214	416	2015	2573	5000	4.22	12.95	14.59
JSP	i	i	813.567	0.201	359	2013	2546	5000	3.69	12.94	14.52
JSP	i	i	826.778	0.179	393	1956	2472	5000	4.01	12.74	14.32
JSP	i	í	869.574	0.081	377	2056	2483	5000	3.86	13.08	14.35
JSP	i	í	870.231	0.081	403	1844	2193	5000	4.11	12.35	13.51
JSP	i	í	903.834	0.096	430	2109	2594	5000	4.35	13.25	14.65
JSP	i	ĩ́ː	1011.916	0.299	466	2251	3096	5000	4.66	13.69	15.85
JSP	i	i	1012.325	0.178	380	2064	2647	5000	3.89	13.11	14.78
JSP	i	ĩ́ː	1012.617	0.276	364	2238	2852	5000	3.74	13.65	15.29
JSP	i	i	1012.980	0.110	319	1936	2496	5000	3.31	12.68	14.39
JSP	i	i	1017.474	0.154	405	2132	2660	5000	4.12	13.32	14.80
JSP	i	i	1018.338	0.094	316	2000	2630	5000	3.28	12.90	14.74
JSP	i	i	1025.030	0.092	412	2044	2495	5000	4.18	13.04	14.37
JSP	i	i	1025.668	0.120	319	2050	2476	5000	3.31	13.06	14.33
JSP	i	i	1075.025	0.179	419	2169	2803	5000	4.24	13.44	15.17
JSP	i	i	1076.087	0.079	411	1839	2421	5000	4.17	12.34	14.18
JSP	i	i	1109.743	0.087	353	2075	2739	5000	3.63	13.14	15.02
JSP	i	i	1110.553	0.117	333	2054	2532	5000	3.45	13.08	14.48
JSP	i	i	1125.937	0.224	361	2052	2547	5000	3.71	13.07	14.52
JSP	i	i	1126.869	0.192	373	1903	2416	5000	3.82	12.57	14.16
JSP	i	i	1141.059	0.181	439	2108	2549	5000	4.42	13.25	14.51
JSP	i	i	1141.819	0.106	414	1874	2488	5000	4.20	12.44	14.36
JSP	i	i	1168.057	0.078	360	2053	2562	5000	3.70	13.07	14.56
JSP	i	i	1168.626	0.103	396	1911	2484	5000	4.04	12.58	14.35
JSP	i	i	1215.826	0.142	384	2118	2639	5000	3.93	13.28	14.76
JSP	i	i	1216.491	0.109	348	1816	2498	5000	3.59	12.25	14.39
JSP	i	i	1222.149	0.125	386	2012	2374	5000	3.94	12.93	14.05
JSP	i	i	1222.654	0.102	344	1951	2423	5000	3.55	12.73	14.18
JSP	i	íˤ	24.769	0.156	354	2078	2953	6000	3.65	13.15	15.53
JSP	i	íˤ	25.615	0.152	344	1988	3103	6000	3.54	12.86	15.87
JSP	i	iˤ	797.433	0.251	395	1910	3168	6000	3.55	12.50	15.95
JSP	i	iˤ	798.265	0.208	277	1814	3407	6000	2.90	12.25	16.51
JSP	i	íˤ	802.442	0.278	400	2050	3044	6000	4.07	13.06	15.71
JSP	i	íˤ	803.982	0.218	319	2079	3320	6000	3.30	13.15	16.33
JSP	i	iˤ	1137.777	0.208	388	2246	2920	6000	3.96	13.67	15.45
JSP	i	iˤ	1138.427	0.166	407	2099	3150	6000	4.14	13.22	15.96
JSP	e	e	29.867	0.134	451	1752	2253	5100	4.54	12.02	13.69
JSP	e	e	31.757	0.117	501	1752	2433	5100	4.97	12.02	14.20
JSP	e	é	87.287	0.149	441	1844	2447	5100	4.44	12.36	14.25
JSP	e	é	87.883	0.131	464	1849	2348	5100	4.65	12.38	13.97
JSP	e	é	91.632	0.198	478	1842	2364	5100	4.77	12.35	14.02
JSP	e	é	92.615	0.144	430	1831	2327	5100	4.34	12.31	13.91
JSP	e	é	96.298	0.202	460	1921	2733	5100	4.61	12.63	14.99
JSP	e	e	96.693	0.179	444	1826	2496	5100	4.47	12.29	14.38
JSP	e	é	97.470	0.142	472	1814	2497	5100	4.72	12.25	14.39
JSP	e	e	97.799	0.170	445	1811	2337	5100	4.48	12.24	13.94
JSP	e	éː	106.442	0.298	464	1853	2479	5100	4.64	12.39	14.34
JSP	e	é	107.431	0.231	447	1845	2371	5100	4.49	12.36	14.04
JSP	e	éː	116.693	0.276	474	1816	2480	5100	4.73	12.26	14.34
JSP	e	éː	117.830	0.206	463	1812	2371	5100	4.64	12.24	14.03
JSP	e	é	127.585	0.122	435	1604	2265	5100	4.39	11.42	13.72
JSP	e	é	128.980	0.132	474	1707	2165	5100	4.74	11.85	13.42
JSP	e	e	436.526	0.179	469	1694	2318	5100	4.69	11.80	13.88
JSP	e	e	437.240	0.131	460	1614	2262	5100	4.62	11.48	13.72
JSP	e	e	498.455	0.126	425	1844	2490	5100	4.30	12.36	14.36
JSP	e	é	498.779	0.326	481	1803	2638	5100	4.79	12.21	14.75
JSP	e	e	499.317	0.130	396	1808	2455	5100	4.03	12.23	14.27
JSP	e	é	499.616	0.373	435	1796	2609	5100	4.39	12.18	14.68
JSP	e	é	616.767	0.217	507	1765	2263	5100	5.02	12.07	13.72
JSP	e	é	617.630	0.233	492	1698	2357	5100	4.89	11.82	14.00
JSP	e	e	645.029	0.094	420	1623	2465	5100	4.25	11.52	14.30
JSP	e	é	645.192	0.196	487	1747	2310	5100	4.85	12.00	13.86
JSP	e	é	646.000	0.156	479	1648	2375	5100	4.78	11.62	14.05
JSP	e	e	771.454	0.101	462	1605	2381	5100	4.63	11.45	14.07
JSP	e	e	772.385	0.068	410	1527	2215	5100	4.17	11.13	13.58
JSP	e	éː	807.584	0.236	493	1814	2515	5100	4.90	12.25	14.44
JSP	e	éː	808.469	0.168	465	1834	2460	5100	4.65	12.32	14.29
JSP	e	é	817.088	0.248	501	1678	2365	5100	4.97	11.74	14.02
JSP	e	é	817.787	0.217	489	1679	2349	5100	4.87	11.71	13.97
JSP	e	é	831.000	0.263	435	1849	2605	5100	4.39	12.37	14.66
JSP	e	e	831.858	0.164	457	1787	2396	5100	4.58	12.15	14.11
JSP	e	é	877.120	0.116	544	1690	2366	5100	5.32	11.78	14.02
JSP	e	é	937.375	0.226	456	1815	2493	5100	4.57	12.25	14.36
JSP	e	é	1016.833	0.108	578	1665	2271	5100	5.61	11.68	13.74
JSP	e	é	1017.784	0.095	500	1664	2187	5100	4.96	11.68	13.49
JSP	e	é	1024.719	0.213	468	1697	2162	5100	4.68	11.81	13.40
JSP	e	é	1025.406	0.148	441	1852	2199	5100	4.44	12.38	13.52
JSP	e	é	1074.588	0.087	545	1858	2418	5100	5.33	12.41	14.17
JSP	e	e	1074.871	0.086	373	1825	2507	5100	3.82	12.29	14.41
JSP	e	é	1075.715	0.083	423	1879	2496	5100	4.28	12.48	14.39
JSP	e	e	1075.969	0.063	365	1818	2445	5100	3.75	12.27	14.25
JSP	e	é	1215.388	0.222	494	1779	2468	5100	4.91	12.12	14.31
JSP	e	éˤ	102.525	0.262	454	1693	2782	5950	4.56	11.80	15.12
JSP	e	éˤ	103.351	0.181	447	1776	2909	5950	4.49	12.11	15.43
JSP	e	éˤ	110.450	0.214	490	1780	2814	5950	4.87	12.12	15.20
JSP	e	éˤ	111.332	0.112	464	1809	2812	5950	4.64	12.23	15.20
JSP	e	éːˤ	136.266	0.386	570	1728	2189	5950	5.54	11.92	13.48
JSP	e	éːˤ	137.036	0.347	502	1909	2476	5950	4.98	12.58	14.30
JSP	e	éːˤ	138.072	0.269	529	1781	2391	5950	5.20	12.13	14.06
JSP	e	éːˤ	138.600	0.257	478	1625	2684	5950	4.77	11.53	14.87
JSP	e	eˤ	616.615	0.094	452	1866	2873	5950	4.54	12.42	15.34
JSP	e	éˤ	696.820	0.167	497	1819	2832	5950	4.93	12.27	15.24
JSP	e	éˤ	698.635	0.175	490	1809	2840	5950	4.87	12.23	15.26
JSP	e	éˤ	845.272	0.241	506	1858	2649	5950	5.01	12.41	14.77
JSP	e	éˤ	846.005	0.237	472	1846	2741	5950	4.72	12.36	15.01
JSP	e	éˤ	851.247	0.218	494	1964	2557	5950	4.90	12.77	14.54
JSP	e	éˤ	851.787	0.197	512	1817	2372	5950	5.06	12.26	14.02
JSP	e	éˤ	853.584	0.231	513	1894	2418	5950	5.07	12.54	14.17
JSP	e	éˤ	854.331	0.230	461	1941	2681	5950	4.62	12.70	14.87
JSP	e	éˤ	914.477	0.178	524	1850	2571	5950	5.16	12.37	14.59
JSP	e	éˤ	917.026	0.239	488	1660	2836	5950	4.86	11.66	15.25
JSP	e	éˤ	926.548	0.263	470	1690	2761	5950	4.70	11.78	15.06
JSP	e	éˤ	927.504	0.216	499	1705	2917	5950	4.95	11.84	15.44
JSP	e	eˤ	937.088	0.189	549	1763	3148	5950	5.21	12.02	15.95
JSP	e	eˤ	942.814	0.107	500	1707	3021	5950	4.96	11.85	15.67
JSP	e	éˤ	942.988	0.127	493	1994	2930	5950	4.90	12.85	15.45
JSP	e	éˤ	994.061	0.216	563	1820	2779	5950	5.48	12.27	15.08
JSP	e	éˤ	994.848	0.259	493	1839	2785	5950	4.90	12.34	15.11
JSP	e	éˤ	1008.251	0.383	525	1693	2377	5950	5.17	11.80	14.03
JSP	e	éˤ	1008.992	0.291	472	1809	2944	5950	4.72	12.23	15.51
JSP	e	éˤ	1216.102	0.191	489	1784	2351	5950	4.87	12.14	13.97
JSP	a	a	38.220	0.105	524	1493	2572	5500	5.15	10.98	14.58
JSP	a	a	39.788	0.106	563	1473	2330	5500	5.48	10.89	13.91
JSP	a	a	42.520	0.180	584	1450	2589	5500	5.66	10.80	14.63
JSP	a	a	43.249	0.103	553	1454	2380	5500	5.40	10.81	14.06
JSP	a	á	146.540	0.290	654	1342	2656	5500	6.20	10.30	14.81
JSP	a	á	147.337	0.221	659	1377	2715	5500	6.24	10.42	14.95
JSP	a	á	150.269	0.234	667	1424	2600	5500	6.29	10.68	14.66
JSP	a	á	151.172	0.226	674	1434	2505	5500	6.35	10.72	14.41
JSP	a	a	155.816	0.102	620	1232	2479	5500	5.94	9.77	14.34
JSP	a	á	155.999	0.274	642	1422	2642	5500	6.11	10.67	14.76
JSP	a	a	156.539	0.116	569	1147	2537	5500	5.53	9.33	14.49
JSP	a	á	156.715	0.282	662	1266	2512	5500	6.26	9.94	14.43
JSP	a	a	185.613	0.099	554	1460	2381	5500	5.41	10.83	14.07
JSP	a	a	186.074	0.101	557	1543	2389	5500	5.43	11.19	14.09
JSP	a	á	234.724	0.224	694	1256	2702	5500	6.50	9.88	14.92
JSP	a	a	235.106	0.116	558	1410	2484	5500	5.44	10.61	14.34
JSP	a	á	235.758	0.222	642	1274	2658	5500	6.11	9.98	14.81
JSP	a	a	236.091	0.092	578	1406	2618	5500	5.60	10.59	14.70
JSP	a	áː	248.618	0.252	671	1451	2688	5500	6.33	10.80	14.88
JSP	a	a	248.955	0.107	600	1517	2261	5500	5.78	11.08	13.72
JSP	a	áː	249.870	0.160	661	1350	2796	5500	6.25	10.34	15.16
JSP	a	a	250.104	0.103	580	1468	2200	5500	5.62	10.87	13.53
JSP	a	áː	252.429	0.005	692	1206	2602	5500	6.48	9.64	14.67
JSP	a	áː	282.835	0.203	759	1504	2702	5500	6.97	11.03	14.91
JSP	a	a	283.137	0.156	646	1515	2745	5500	6.14	11.07	15.03
JSP	a	áː	289.621	0.236	745	1392	2660	5500	6.86	10.54	14.82
JSP	a	a	289.962	0.093	638	1533	2588	5500	6.07	11.14	14.63
JSP	a	á	290.267	0.136	707	1282	2544	5500	6.60	10.02	14.52
JSP	a	a	290.464	0.116	634	1539	2507	5500	6.04	11.17	14.41
JSP	a	a	296.557	0.124	605	1609	2740	5500	5.82	11.47	15.01
JSP	a	a	297.170	0.100	606	1538	2474	5500	5.83	11.17	14.31
JSP	a	áː	299.833	0.444	722	1510	2614	5500	6.70	11.05	14.69
JSP	a	a	300.470	0.160	653	1499	2582	5500	6.19	11.01	14.61
JSP	a	áː	301.228	0.456	706	1419	2706	5500	6.58	10.65	14.93
JSP	a	a	301.808	0.153	682	1473	2428	5500	6.41	10.89	14.20
JSP	a	áː	303.624	0.397	711	1441	2611	5500	6.62	10.76	14.69
JSP	a	a	304.140	0.147	675	1498	2627	5500	6.36	11.00	14.73
JSP	a	áː	304.877	0.294	708	1415	2698	5500	6.60	10.64	14.91
JSP	a	a	305.267	0.155	735	1454	2607	5500	6.80	10.81	14.68
JSP	a	a	323.956	0.152	651	1342	2765	5500	6.18	10.30	15.08
JSP	a	áː	324.302	0.216	572	1382	2399	5500	5.56	10.49	14.12
JSP	a	a	324.821	0.134	628	1415	2556	5500	6.00	10.64	14.53
JSP	a	áː	325.123	0.219	606	1404	2560	5500	5.83	10.59	14.55
JSP	a	á	395.666	0.233	684	1406	2584	5500	6.42	10.59	14.60
JSP	a	á	396.411	0.185	622	1440	2470	5500	5.95	10.75	14.31
JSP	a	á	477.734	0.252	614	1428	2509	5500	5.89	10.70	14.42
JSP	a	á	478.688	0.200	596	1444	2485	5500	5.75	10.76	14.35
JSP	a	á	515.782	0.121	655	1630	2668	5500	6.20	11.54	14.84
JSP	a	a	556.283	0.127	579	1498	2376	5500	5.61	11.00	14.05
JSP	a	a	556.929	0.221	575	1308	2465	5500	5.58	10.14	14.30
JSP	a	á	564.195	0.193	673	1444	2454	5500	6.34	10.77	14.27
JSP	a	á	565.147	0.187	658	1377	2395	5500	6.23	10.47	14.11
JSP	a	á	590.513	0.187	700	1331	2601	5500	6.54	10.25	14.66
JSP	a	á	591.263	0.164	605	1341	2283	5500	5.81	10.29	13.78
JSP	a	á	593.523	0.225	641	1459	2402	5500	6.09	10.83	14.12
JSP	a	á	594.949	0.197	614	1390	2367	5500	5.89	10.53	14.02
JSP	a	á	621.382	0.192	680	1412	2476	5500	6.40	10.62	14.33
JSP	a	á	624.581	0.180	660	1371	2455	5500	6.25	10.44	14.27
JSP	a	á	627.161	0.124	699	1360	2385	5500	6.53	10.38	14.08
JSP	a	á	649.347	0.190	705	1441	2473	5500	6.58	10.75	14.32
JSP	a	á	665.958	0.199	677	1410	2432	5500	6.37	10.61	14.21
JSP	a	á	688.031	0.150	657	1476	2474	5500	6.22	10.91	14.33
JSP	a	á	689.110	0.088	609	1354	2292	5500	5.85	10.34	13.81
JSP	a	a	728.343	0.125	566	1523	2434	5500	5.51	11.10	14.21
JSP	a	a	728.845	0.191	584	1461	2373	5500	5.65	10.84	14.04
JSP	a	a	770.956	0.140	701	1366	2624	5500	6.55	10.42	14.72
JSP	a	á	771.191	0.105	721	1325	2542	5500	6.69	10.22	14.51
JSP	a	a	771.954	0.053	703	1445	2417	5500	6.57	10.77	14.17
JSP	a	á	772.126	0.121	656	1349	2561	5500	6.21	10.34	14.56
JSP	a	á	779.225	0.110	676	1397	2513	5500	6.36	10.56	14.43
JSP	a	á	780.101	0.061	633	1385	2364	5500	6.04	10.50	14.02
JSP	a	a	808.009	0.119	540	1272	2555	5500	5.29	9.96	14.54
JSP	a	á	812.278	0.213	587	1282	2855	5500	5.67	10.02	15.30
JSP	a	á	813.180	0.179	588	1306	2849	5500	5.68	10.13	15.28
JSP	a	á	826.368	0.215	606	1287	2810	5500	5.82	10.04	15.19
JSP	a	a	831.484	0.155	660	1306	2620	5500	6.24	10.13	14.71
JSP	a	á	832.183	0.151	627	1223	2365	5500	5.99	9.72	14.02
JSP	a	á	833.580	0.123	598	1587	2502	5500	5.77	11.37	14.40
JSP	a	á	834.286	0.114	565	1542	2498	5500	5.50	11.19	14.39
JSP	a	a	869.253	0.080	668	1432	2556	5500	6.31	10.71	14.54
JSP	a	a	869.910	0.080	629	1228	2443	5500	6.01	9.75	14.24
JSP	a	a	903.545	0.096	588	1377	2393	5500	5.69	10.46	14.10
JSP	a	á	909.550	0.176	671	1286	2518	5500	6.32	10.03	14.44
JSP	a	á	910.198	0.174	639	1350	2477	5500	6.08	10.34	14.33
JSP	a	a	932.886	0.072	679	1160	2586	5500	6.39	9.39	14.62
JSP	a	á	933.021	0.161	667	1473	2608	5500	6.29	10.90	14.68
JSP	a	a	933.544	0.071	659	1221	2544	5500	6.24	9.71	14.51
JSP	a	á	933.670	0.160	615	1482	2537	5500	5.90	10.93	14.49
JSP	a	a	970.714	0.051	636	1447	2507	5500	6.06	10.78	14.42
JSP	a	á	970.838	0.116	621	1630	2512	5500	5.95	11.55	14.43
JSP	a	a	971.630	0.075	683	1391	2554	5500	6.42	10.53	14.54
JSP	a	á	971.778	0.124	601	1593	2485	5500	5.79	11.40	14.36
JSP	a	a	999.652	0.071	635	1436	2653	5500	6.05	10.73	14.80
JSP	a	á	999.828	0.087	683	1450	2600	5500	6.41	10.80	14.66
JSP	a	á	1034.610	0.340	647	1546	2726	5500	6.13	11.12	14.95
JSP	a	a	1034.950	0.113	617	1419	2421	5500	5.91	10.66	14.18
JSP	a	á	1035.910	0.273	643	1380	2718	5500	6.12	10.47	14.96
JSP	a	a	1036.183	0.106	590	1532	2634	5500	5.70	11.15	14.75
JSP	a	á	1038.920	0.266	657	1471	2713	5500	6.22	10.88	14.95
JSP	a	á	1039.725	0.266	680	1448	2587	5500	6.39	10.79	14.62
JSP	a	á	1044.416	0.243	624	1333	2741	5500	5.97	10.26	15.02
JSP	a	á	1045.203	0.212	650	1327	2727	5500	6.16	10.23	14.99
JSP	a	ã́	1047.955	0.344	599	1319	2863	5500	5.77	10.19	15.32
JSP	a	ã́	1048.734	0.318	588	1298	2803	5500	5.69	10.09	15.18
JSP	a	á	1051.564	0.179	657	1296	2640	5500	6.22	10.08	14.77
JSP	a	á	1052.595	0.183	688	1289	2612	5500	6.45	10.05	14.69
JSP	a	a	1074.163	0.163	680	1397	2721	5500	6.40	10.56	14.97
JSP	a	á	1074.401	0.131	634	1567	2445	5500	6.05	11.29	14.25
JSP	a	a	1075.316	0.172	634	1564	2694	5500	6.02	11.23	14.89
JSP	a	á	1075.557	0.115	596	1539	2530	5500	5.75	11.18	14.48
JSP	a	àː	1080.653	0.312	683	1367	2634	5500	6.41	10.42	14.75
JSP	a	á	1081.293	0.187	630	1497	2474	5500	6.02	11.00	14.33
JSP	a	àː	1081.898	0.304	678	1357	2648	5500	6.38	10.37	14.78
JSP	a	á	1082.479	0.170	584	1425	2482	5500	5.65	10.68	14.35
JSP	a	àː	1089.910	0.422	715	1522	2665	5500	6.65	11.09	14.83
JSP	a	á	1091.040	0.188	666	1492	2526	5500	6.29	10.97	14.47
JSP	a	á	1108.960	0.167	747	1407	2577	5500	6.88	10.60	14.60
JSP	a	á	1109.419	0.143	676	1426	2491	5500	6.37	10.69	14.37
JSP	a	á	1109.836	0.160	649	1398	2429	5500	6.16	10.56	14.20
JSP	a	á	1110.239	0.165	604	1498	2341	5500	5.81	11.00	13.95
JSP	a	a	1130.293	0.148	670	1521	2657	5500	6.31	11.10	14.81
JSP	a	a	1133.733	0.136	666	1441	2601	5500	6.29	10.75	14.66
JSP	a	a	1134.641	0.107	643	1389	2354	5500	6.11	10.52	13.99
JSP	a	á	1167.622	0.190	670	1382	2324	5500	6.32	10.49	13.89
JSP	a	á	1168.250	0.145	633	1602	2204	5500	6.04	11.43	13.55
JSP	a	áːˤ	191.682	0.432	631	1495	2468	5350	6.03	10.99	14.30
JSP	a	áˤ	193.710	0.239	647	1432	2474	5350	6.15	10.71	14.32
JSP	a	ã́ˤ	230.584	0.268	585	1453	2750	5350	5.66	10.80	15.04
JSP	a	ã́ˤ̆	231.401	0.177	585	1436	2633	5350	5.66	10.73	14.74
JSP	a	áːˤ	296.180	0.254	658	1507	2403	5350	6.23	11.04	14.11
JSP	a	áːˤ	296.877	0.177	657	1641	2246	5350	6.22	11.58	13.66
JSP	a	áːˤ	332.907	0.296	661	1523	2393	5350	6.25	11.10	14.09
JSP	a	áːˤ	333.667	0.260	632	1579	2550	5350	6.03	11.34	14.53
JSP	a	áˤ	797.772	0.291	652	1453	2203	5350	6.18	10.80	13.54
JSP	a	áˤ	798.539	0.434	687	1427	2403	5350	6.45	10.69	14.08
JSP	a	áʲˤ	869.413	0.081	627	1594	2540	5350	5.99	11.40	14.50
JSP	a	áʲˤ	870.070	0.081	521	1509	2348	5350	5.13	11.05	13.97
JSP	a	áʲˤ	903.686	0.092	606	1589	2472	5350	5.82	11.38	14.32
JSP	a	áˤ	988.110	0.159	712	1614	2414	5350	6.63	11.48	14.13
JSP	a	áˤ	989.659	0.163	665	1465	2467	5350	6.28	10.85	14.27
JSP	a	áˤ	1121.071	0.303	658	1709	2479	5350	6.21	11.83	14.28
JSP	a	áˤ	1121.638	0.224	649	1361	2138	5350	6.16	10.38	13.33
JSP	a	áːˤ	1125.344	0.321	674	1417	2361	5350	6.35	10.65	14.01
JSP	a	áːˤ	1126.363	0.262	684	1441	2519	5350	6.43	10.75	14.44
JSP	a	áːˤ	1129.958	0.282	667	1413	2368	5350	6.29	10.63	14.02
JSP	a	áːˤ	1130.561	0.231	655	1570	2561	5350	6.20	11.29	14.55
JSP	a	aˤ	1130.831	0.084	570	1421	2497	5350	5.54	10.67	14.38
JSP	a	áˤ	1140.539	0.217	625	1474	2203	5350	5.97	10.89	13.54
JSP	o	ó 	37.553	0.098	471	1019	2283	4450	4.71	8.58	13.78
JSP	o	ó	39.140	0.098	432	905	2095	4450	4.37	7.91	13.21
JSP	o	ó	65.908	0.266	465	797	2414	4450	4.65	7.22	14.16
JSP	o	ó	69.513	0.171	455	765	2398	4450	4.56	7.01	14.11
JSP	o	oː	127.197	0.231	474	1144	2374	4450	4.71	8.91	14.04
JSP	o	o	128.666	0.178	396	740	2217	4450	4.04	6.83	13.59
JSP	o	ó	336.877	0.238	441	669	2281	4450	4.44	6.31	13.77
JSP	o	ó	337.622	0.272	457	806	2243	4450	4.59	7.28	13.66
JSP	o	ó	355.456	0.264	470	859	2304	4450	4.70	7.58	13.84
JSP	o	ó	356.626	0.204	464	902	2235	4450	4.65	7.90	13.64
JSP	o	ó	364.653	0.252	495	881	2344	4450	4.91	7.75	13.96
JSP	o	ó	365.302	0.211	448	942	2202	4450	4.50	8.09	13.54
JSP	o	ó	369.633	0.144	558	958	2315	4450	5.44	8.25	13.86
JSP	o	o	396.035	0.147	526	913	2056	4450	5.18	7.99	13.04
JSP	o	o	396.737	0.103	439	868	2217	4450	4.43	7.69	13.58
JSP	o	óː	417.523	0.337	470	760	2225	4450	4.70	6.97	13.60
JSP	o	óː	418.605	0.306	440	816	2214	4450	4.44	7.36	13.57
JSP	o	óː	420.245	0.215	432	667	2186	4450	4.36	6.30	13.49
JSP	o	óː	421.799	0.251	437	765	2220	4450	4.41	7.01	13.60
JSP	o	óː	436.843	0.198	528	989	2375	4450	5.19	8.42	14.05
JSP	o	óː	437.504	0.194	471	833	2350	4450	4.71	7.46	13.98
JSP	o	ó	542.936	0.135	471	1001	2119	4450	4.71	8.51	13.26
JSP	o	ó	543.554	0.118	481	1040	2312	4450	4.80	8.74	13.86
JSP	o	ó	546.819	0.176	514	965	2317	4450	5.08	8.28	13.88
JSP	o	ó	547.553	0.176	491	1091	2288	4450	4.88	9.03	13.80
JSP	o	ó	550.851	0.253	452	781	2337	4450	4.54	7.12	13.94
JSP	o	ó	551.567	0.270	416	793	2313	4450	4.22	7.19	13.87
JSP	o	ó	572.483	0.251	492	933	2145	4450	4.89	8.10	13.36
JSP	o	ó	573.256	0.226	476	882	2249	4450	4.76	7.78	13.68
JSP	o	ó	597.012	0.146	503	1014	2191	4450	4.99	8.59	13.50
JSP	o	ó	687.466	0.153	515	974	2404	4450	5.09	8.35	14.13
JSP	o	ó	688.666	0.118	507	1168	2183	4450	5.02	9.44	13.48
JSP	o	ó	696.490	0.164	540	973	2373	4450	5.30	8.35	14.04
JSP	o	ó	698.332	0.139	530	879	2316	4450	5.21	7.77	13.88
JSP	o	ó	779.601	0.106	527	1124	2051	4450	5.18	9.20	13.06
JSP	o	ó	780.401	0.069	506	1243	2078	4450	5.01	9.82	13.15
JSP	o	ó	803.564	0.132	555	1097	2219	4450	5.42	9.05	13.57
JSP	o	o	817.530	0.117	589	966	2411	4450	5.69	8.26	14.05
JSP	o	o	818.188	0.143	479	758	2447	4450	4.78	6.95	14.25
JSP	o	ó	903.167	0.154	470	835	2531	4450	4.70	7.47	14.48
JSP	o	o	914.758	0.106	526	1253	2220	4450	5.18	9.87	13.59
JSP	o	o	917.406	0.117	512	1193	2100	4450	5.06	9.56	13.22
JSP	o	ó	1134.126	0.154	554	1245	2451	4450	5.41	9.83	14.25
JSP	o	ó	1134.981	0.134	469	1206	2365	4450	4.70	9.63	14.02
JSP	o	ó	1137.364	0.202	481	951	2389	4450	4.80	8.21	14.09
JSP	o	ó	1138.028	0.214	451	884	2308	4450	4.53	7.80	13.85
JSP	o	ó	1144.951	0.178	518	1124	2020	4450	5.11	9.21	12.96
JSP	o	ó	1145.772	0.161	458	1087	1897	4450	4.59	9.00	12.55
JSP	o	o	1149.231	0.097	483	1167	2401	4450	4.82	9.44	14.12
JSP	o	ó	1149.472	0.184	555	1103	2094	4450	5.42	9.09	13.20
JSP	o	o	1150.064	0.106	450	1291	2284	4450	4.53	10.05	13.78
JSP	o	ó	1150.304	0.200	490	997	2026	4450	4.88	8.48	12.98
JSP	o	óːˤ	342.323	0.307	509	843	2012	4250	5.03	7.53	12.92
JSP	o	óːˤ	346.904	0.210	542	778	2364	4250	5.31	7.10	13.98
JSP	o	óˤ	404.439	0.220	496	903	1865	4250	4.92	7.91	12.43
JSP	o	óˤ	405.194	0.185	465	947	1810	4250	4.65	8.18	12.23
JSP	o	óˤ	412.470	0.334	523	1014	1773	4250	5.15	8.59	12.10
JSP	o	óˤ	413.386	0.344	503	919	1628	4250	4.98	8.02	11.53
JSP	o	óːˤ	439.947	0.288	510	851	1867	4250	5.04	7.58	12.44
