speaker	vowel	phone	time	duration	F1	F2	F3	ceiling	F1Bk	F2Bk	F3Bk
PSX	e	éːˤ	99.159	0.236	532	2256	2790	5000	5.23	13.70	15.14
PSX	e	éːˤ	100.194	0.269	520	2312	2749	5000	5.13	13.87	15.04
PSX	e	éːˤ	101.135	0.383	551	2088	2464	5000	5.38	13.17	14.29
PSX	e	éːˤ	102.644	0.256	477	2293	2581	5000	4.76	13.80	14.60
PSX	e	éːˤ	103.629	0.412	521	2286	2804	5000	5.14	13.79	15.18
PSX	e	éːˤ	104.729	0.284	462	2325	2861	5000	4.62	13.91	15.31
PSX	e	eˤ	349.393	0.084	602	1812	2738	5000	5.80	12.24	15.01
PSX	e	eˤ	350.385	0.075	549	1734	2671	5000	5.37	11.95	14.85
PSX	e	ẽ́ˤ	477.264	0.240	649	2144	2528	5000	6.16	13.36	14.44
PSX	e	ẽ́ˤ	479.380	0.146	629	2197	2587	5000	5.99	13.52	14.63
PSX	e	éˤ	619.096	0.234	499	2279	2790	5000	4.94	13.62	15.12
PSX	e	éˤ	620.343	0.181	423	2369	2803	5000	4.29	14.01	15.16
PSX	e	éˤ	636.970	0.158	575	2002	2674	5000	5.57	12.90	14.84
PSX	e	éˤ	637.878	0.180	494	2043	2646	5000	4.91	13.04	14.78
PSX	e	eˤ	644.036	0.208	599	1877	2859	5000	5.78	12.48	15.31
PSX	e	éˤ	644.336	0.274	547	2040	2778	5000	5.33	12.78	15.09
PSX	e	eˤ	644.984	0.141	609	1898	2641	5000	5.85	12.55	14.77
PSX	e	éˤ	645.230	0.164	489	2190	2907	5000	4.85	13.46	15.37
PSX	e	éˤ	648.035	0.246	630	2191	2855	5000	5.97	13.44	15.29
PSX	e	éˤ	667.529	0.344	625	1739	2438	5000	5.92	11.64	14.20
PSX	e	éˤ	668.627	0.237	557	2375	2826	5000	5.43	14.05	15.23
PSX	e	éˤ	671.556	0.391	695	1888	2613	5000	6.50	12.35	14.66
PSX	e	éˤ	672.793	0.288	501	2288	2800	5000	4.96	13.80	15.17
PSX	a	a	33.118	0.146	823	1903	3458	6000	7.40	12.57	16.61
PSX	a	a	34.777	0.076	850	2030	3487	6000	7.37	13.00	16.67
PSX	a	à	59.967	0.111	580	2121	2923	6000	5.62	13.27	15.46
PSX	a	à	61.627	0.091	638	2179	2803	6000	6.05	13.46	15.17
PSX	a	á	109.389	0.090	838	1973	2911	6000	7.49	12.80	15.43
PSX	a	á	112.700	0.089	947	1799	3035	6000	8.19	12.19	15.71
PSX	a	á	114.159	0.129	868	1784	3010	6000	7.70	12.12	15.64
PSX	a	á	114.868	0.073	903	1782	2961	6000	7.92	12.13	15.55
PSX	a	a	121.376	0.165	743	1593	2902	6000	6.85	11.40	15.41
PSX	a	á	121.631	0.232	820	1701	2727	6000	7.38	11.83	14.97
PSX	a	a	122.495	0.105	760	1662	2848	6000	6.97	11.68	15.28
PSX	a	á	122.658	0.179	836	1732	2929	6000	7.46	11.95	15.47
PSX	a	aː	128.471	0.293	816	1836	2602	6000	7.36	12.33	14.64
PSX	a	a	129.365	0.158	858	1868	3122	6000	7.62	12.44	15.91
PSX	a	á	138.626	0.286	838	1810	2887	6000	7.50	12.23	15.37
PSX	a	á	139.936	0.164	785	1861	2942	6000	7.14	12.42	15.50
PSX	a	á	143.818	0.168	859	1830	2918	6000	7.64	12.31	15.45
PSX	a	á	145.149	0.096	773	1999	3003	6000	7.06	12.89	15.64
PSX	a	áː	169.966	0.297	839	1804	2927	6000	7.51	12.21	15.47
PSX	a	áː	171.261	0.211	821	1764	2976	6000	7.39	12.06	15.58
PSX	a	á	175.736	0.163	833	1536	2889	6000	7.46	11.16	15.38
PSX	a	à	175.937	0.127	816	1892	3086	6000	7.35	12.52	15.83
PSX	a	á	177.035	0.110	703	1405	2784	6000	6.56	10.59	15.13
PSX	a	à	177.182	0.112	798	1742	2856	6000	7.24	11.97	15.30
PSX	a	á	178.491	0.183	757	1819	3044	6000	6.95	12.26	15.74
PSX	a	a	178.821	0.083	818	1910	2830	6000	7.37	12.59	15.24
PSX	a	á	179.446	0.162	803	1942	2913	6000	7.26	12.69	15.44
PSX	a	a	179.753	0.053	855	1983	3205	6000	7.61	12.84	16.09
PSX	a	á	186.379	0.151	898	1705	2957	6000	7.89	11.84	15.54
PSX	a	a	193.345	0.086	854	1736	2823	6000	7.61	11.96	15.22
PSX	a	áː	193.661	0.226	759	1682	2998	6000	6.96	11.75	15.63
PSX	a	a	194.096	0.127	863	1633	2951	6000	7.67	11.56	15.52
PSX	a	áː	194.427	0.180	819	1755	3097	6000	7.37	12.03	15.85
PSX	a	a	195.529	0.155	894	1757	2771	6000	7.86	12.04	15.10
PSX	a	áː	195.871	0.224	867	1767	2906	6000	7.69	12.08	15.42
PSX	a	a	196.347	0.097	834	1659	2895	6000	7.48	11.67	15.39
PSX	a	áː	196.651	0.224	842	1798	3218	6000	7.52	12.19	16.12
PSX	a	á	197.629	0.148	832	1928	2778	6000	7.46	12.65	15.11
PSX	a	aː	197.996	0.224	783	1813	3286	6000	7.13	12.25	16.26
PSX	a	a	198.475	0.131	800	1828	2818	6000	7.24	12.30	15.20
PSX	a	áː	198.819	0.214	818	1742	2991	6000	7.37	11.98	15.62
PSX	a	áː	200.222	0.234	782	1794	2921	6000	7.13	12.18	15.46
PSX	a	a	200.791	0.097	769	1708	3031	6000	7.04	11.86	15.71
PSX	a	áː	201.084	0.158	751	1720	2995	6000	6.91	11.90	15.63
PSX	a	á	224.957	0.128	806	1758	2718	6000	7.29	12.04	14.96
PSX	a	á	226.785	0.094	674	1753	2740	6000	6.35	12.03	15.02
PSX	a	á	232.531	0.075	893	1796	2739	6000	7.86	12.18	15.02
PSX	a	á	233.694	0.129	832	1669	2834	6000	7.44	11.70	15.25
PSX	a	a	294.035	0.141	733	1783	3541	6000	6.78	12.14	16.77
PSX	a	a	295.208	0.118	865	1812	3182	6000	7.67	12.24	16.04
PSX	a	á	318.306	0.137	832	1737	2881	6000	7.46	11.96	15.36
PSX	a	á	345.819	0.151	765	1782	2822	6000	7.01	12.13	15.21
PSX	a	á	346.664	0.135	774	1724	3004	6000	7.06	11.91	15.65
PSX	a	á	356.001	0.079	745	2047	3074	6000	6.87	13.05	15.80
PSX	a	á	357.681	0.090	712	1775	2924	6000	6.63	12.11	15.46
PSX	a	á	360.138	0.120	701	1956	2849	6000	6.55	12.74	15.28
PSX	a	á	361.787	0.095	761	1850	2798	6000	6.98	12.38	15.16
PSX	a	á	364.044	0.102	825	1866	3140	6000	7.42	12.44	15.95
PSX	a	á	365.129	0.117	685	1956	2979	6000	6.43	12.74	15.52
PSX	a	á	366.057	0.089	755	2041	3409	6000	6.93	13.03	16.51
PSX	a	á	368.087	0.042	620	1903	3259	6000	5.94	12.57	16.21
PSX	a	á	438.193	0.147	842	1715	2986	6000	7.53	11.88	15.60
PSX	a	á	439.609	0.109	831	1625	2865	6000	7.45	11.53	15.32
PSX	a	a	447.723	0.051	670	1994	3017	6000	6.32	12.88	15.68
PSX	a	a	447.828	0.117	808	2004	3016	6000	7.28	12.91	15.67
PSX	a	a	449.497	0.053	664	1968	3112	6000	6.27	12.79	15.89
PSX	a	a	449.617	0.112	884	1943	2888	6000	7.80	12.70	15.38
PSX	a	á	470.787	0.174	849	1819	2987	6000	7.57	12.27	15.61
PSX	a	á	472.638	0.149	819	1826	2994	6000	7.37	12.29	15.62
PSX	a	à	615.466	0.151	778	1796	3402	6000	7.06	12.18	16.50
PSX	a	à	616.639	0.068	683	1682	3232	6000	6.42	11.76	16.15
PSX	a	á	700.446	0.242	992	1759	3105	6000	8.46	12.05	15.87
PSX	a	á	701.709	0.210	826	1743	3175	6000	7.42	11.99	16.02
PSX	a	a	702.005	0.124	654	2046	3043	6000	6.19	13.03	15.74
PSX	a	á	705.347	0.164	731	1759	2983	6000	6.77	12.04	15.60
PSX	a	á	708.209	0.227	819	1730	2686	6000	7.36	11.94	14.85
PSX	a	á	709.269	0.216	788	1668	3207	6000	7.15	11.70	16.08
PSX	a	ã́	712.161	0.249	737	1707	3026	6000	6.79	11.85	15.68
PSX	a	ã́	713.215	0.303	444	1632	3396	6000	4.44	11.52	16.47
PSX	a	á	715.627	0.177	838	1796	2886	6000	7.50	12.18	15.37
PSX	a	á	716.721	0.138	780	1721	3093	6000	7.11	11.91	15.85
PSX	a	a	723.368	0.185	883	1891	3086	6000	7.79	12.52	15.83
PSX	a	á	723.716	0.238	808	1815	2771	6000	7.30	12.25	15.07
PSX	a	a	724.257	0.118	650	1950	3231	6000	6.16	12.73	16.14
PSX	a	á	724.519	0.160	766	1819	3133	6000	7.01	12.27	15.93
PSX	a	á	727.360	0.167	786	1919	2935	6000	7.15	12.62	15.42
PSX	a	à	727.847	0.110	677	1858	3293	6000	6.37	12.41	16.28
PSX	a	áː	729.042	0.247	865	1829	3194	6000	7.68	12.30	16.06
PSX	a	à	729.653	0.103	683	1884	3307	6000	6.42	12.50	16.30
PSX	a	a	747.018	0.086	705	1637	2896	6000	6.58	11.58	15.39
PSX	a	a	754.450	0.146	792	1869	2832	6000	7.19	12.45	15.24
PSX	a	a	755.672	0.148	797	1747	2992	6000	7.23	12.00	15.62
PSX	a	á	779.274	0.205	968	1762	2386	6000	8.32	12.06	14.08
PSX	a	á	780.432	0.156	862	1736	2478	6000	7.66	11.96	14.33
PSX	a	á	838.117	0.266	792	1853	3065	6000	7.19	12.39	15.78
PSX	a	á	839.110	0.166	732	1826	3260	6000	6.77	12.29	16.20
PSX	a	á	841.949	0.201	803	1812	2943	6000	7.24	12.24	15.48
PSX	a	á	842.962	0.175	716	1520	3412	6000	6.60	11.09	16.52
PSX	a	áː	848.439	0.291	849	1664	3075	6000	7.57	11.69	15.81
PSX	a	á	849.480	0.202	969	1666	3261	6000	8.32	11.69	16.21
PSX	a	áʲˤ	117.734	0.109	828	1662	2425	4900	7.44	11.56	14.07
PSX	a	áʲˤ	118.977	0.121	831	1892	2443	4900	7.45	12.52	14.18
PSX	a	áˤ	133.695	0.266	796	1742	2506	4900	7.22	11.98	14.41
PSX	a	áˤ	134.720	0.202	833	1761	2568	4900	7.47	12.06	14.58
PSX	a	ã́ˤ	165.923	0.213	790	1737	2339	4900	7.11	11.96	13.86
PSX	a	ã́ˤ	167.038	0.229	784	1697	2405	4900	7.13	11.81	14.05
PSX	a	aʲˤ	199.822	0.171	814	1757	2269	4900	7.34	12.03	13.65
PSX	a	áːˤ	206.179	0.216	840	1683	2475	4900	7.52	11.76	14.33
PSX	a	áːˤ	208.436	0.249	893	1680	2498	4900	7.86	11.75	14.39
PSX	a	áːˤ	588.612	0.337	852	1743	2597	4900	7.58	11.99	14.63
PSX	a	áˤ	589.772	0.151	800	1850	2549	4900	7.25	12.37	14.50
PSX	a	áːˤ	662.317	0.449	713	1618	2020	4900	6.46	11.49	12.94
PSX	a	áːˤ	663.513	0.412	841	1663	2463	4900	7.50	11.67	14.27
PSX	a	áˤ	704.267	0.279	731	1861	2584	4900	6.76	12.41	14.61
PSX	a	áˤ	739.068	0.297	906	1681	2417	4900	7.93	11.75	14.08
PSX	a	áˤ	740.054	0.178	870	1620	2657	4900	7.71	11.51	14.81
PSX	a	áˤ	742.948	0.109	775	1794	2408	4900	7.08	12.18	14.11
PSX	a	áˤ	744.017	0.114	744	1669	2571	4900	6.86	11.70	14.58
PSX	a	áːˤ	746.734	0.256	813	1785	2602	4900	7.33	12.14	14.67
PSX	a	áːˤ	748.090	0.262	866	1690	2380	4900	7.68	11.78	13.99
PSX	a	áˤ	762.303	0.283	735	1719	2283	4900	6.80	11.89	13.78
PSX	a	áˤ	763.497	0.292	745	1757	2380	4900	6.87	12.04	14.06
PSX	o	ó	183.601	0.089	430	1022	3280	5700	4.35	8.64	16.25
PSX	o	ó	184.743	0.102	543	1028	3328	5700	5.32	8.67	16.35
PSX	o	ó	210.645	0.201	512	1048	2913	5700	5.06	8.78	15.44
PSX	o	ó	211.872	0.185	480	1147	2839	5700	4.79	9.32	15.26
PSX	o	ó	228.409	0.253	636	1203	3006	5700	6.06	9.59	15.65
PSX	o	ó	229.215	0.122	534	1109	3101	5700	5.24	9.11	15.87
PSX	o	o	232.824	0.103	486	1218	2807	5700	4.84	9.67	15.16
PSX	o	o	233.990	0.125	576	1153	2879	5700	5.58	9.34	15.35
PSX	o	óː	300.387	0.265	455	933	3091	5700	4.57	8.10	15.84
PSX	o	óː	301.120	0.179	494	1007	3125	5700	4.91	8.55	15.92
PSX	o	óː	305.897	0.290	481	930	3062	5700	4.79	8.09	15.78
PSX	o	óː	307.499	0.229	383	770	3127	5700	3.91	7.04	15.92
PSX	o	óː	311.308	0.233	493	1016	3146	5700	4.90	8.60	15.96
PSX	o	óː	312.304	0.185	521	1040	3146	5700	5.14	8.71	15.96
PSX	o	o	360.567	0.046	527	1526	2863	5700	5.19	11.12	15.32
PSX	o	óː	360.795	0.222	533	1172	3211	5700	5.23	9.42	16.10
PSX	o	o	362.158	0.071	542	1368	3331	5700	5.31	10.42	16.36
PSX	o	óː	362.404	0.196	491	1067	3192	5700	4.89	8.87	16.06
PSX	o	o	364.401	0.068	547	1230	3160	5700	5.35	9.76	15.99
PSX	o	óː	364.635	0.228	577	1058	3220	5700	5.60	8.84	16.12
PSX	o	o	365.453	0.039	482	1070	3136	5700	4.81	8.91	15.94
PSX	o	óː	365.648	0.143	495	1040	3350	5700	4.92	8.72	16.39
PSX	o	óː	366.472	0.290	547	1030	3200	5700	5.35	8.68	16.08
PSX	o	óː	368.415	0.123	487	999	3280	5700	4.85	8.49	16.25
PSX	o	ó	397.591	0.150	553	1453	2872	5700	5.40	10.79	15.34
PSX	o	ó	398.742	0.127	489	1400	2874	5700	4.86	10.55	15.34
PSX	o	ó	402.564	0.207	495	1301	2996	5700	4.91	10.11	15.62
PSX	o	ó	404.157	0.144	573	1325	2850	5700	5.56	10.22	15.29
PSX	o	ó	414.222	0.187	433	1011	3046	5700	4.37	8.54	15.74
PSX	o	ó	415.190	0.176	438	982	3008	5700	4.42	8.37	15.66
PSX	o	ó	433.735	0.165	604	1206	2867	5700	5.81	9.64	15.33
PSX	o	ó	435.172	0.142	580	1209	2800	5700	5.62	9.66	15.17
PSX	o	ó	444.828	0.091	456	1367	2812	5700	4.52	10.41	15.20
PSX	o	ó	470.219	0.139	563	1360	2935	5700	5.48	10.38	15.49
PSX	o	ó	471.949	0.137	489	1395	2803	5700	4.86	10.55	15.17
PSX	o	ó	477.037	0.172	624	1426	2981	5700	5.96	10.69	15.59
PSX	o	ó	479.047	0.179	573	1368	3096	5700	5.57	10.42	15.84
PSX	o	ò	507.693	0.117	484	1240	2914	5700	4.82	9.81	15.44
PSX	o	ò	509.097	0.136	486	1236	2874	5700	4.84	9.79	15.35
PSX	o	ò	594.047	0.137	490	1238	2593	5700	4.87	9.79	14.65
PSX	o	ò	595.370	0.116	479	1083	2722	5700	4.78	8.97	14.97
PSX	o	o	608.324	0.125	539	1280	2733	5700	5.27	10.01	14.96
PSX	o	o	609.472	0.104	574	1178	3074	5700	5.56	9.48	15.79
PSX	o	o	629.156	0.295	557	1359	3052	5700	5.40	10.36	15.74
PSX	o	o	630.154	0.145	509	1410	3178	5700	5.01	10.57	16.03
PSX	o	ò	662.840	0.179	658	1419	2716	5700	6.23	10.65	14.96
PSX	o	ò	663.984	0.147	496	1118	2743	5700	4.93	9.17	15.03
PSX	o	ó	750.773	0.196	469	1049	3076	5700	4.69	8.75	15.81
PSX	o	ó	754.878	0.160	564	1333	2797	5700	5.48	10.26	15.10
PSX	o	ó	756.117	0.123	461	1223	3029	5700	4.62	9.72	15.70
PSX	o	oː	758.347	0.249	500	998	2954	5700	4.96	8.50	15.53
PSX	o	oː	759.416	0.225	487	1048	3093	5700	4.85	8.79	15.85
PSX	o	ò	932.624	0.251	456	983	2963	5700	4.58	8.41	15.55
PSX	o	ò	934.084	0.142	495	1151	2733	5700	4.92	9.35	15.00
PSX	o	oˤ	144.172	0.053	729	1305	2479	5700	6.76	10.13	14.34
PSX	o	oˤ	144.358	0.141	760	1555	2470	5700	6.97	11.24	14.31
PSX	o	oˤ	145.385	0.049	811	1615	2304	5700	7.32	11.49	13.84
PSX	o	oˤ	145.546	0.097	639	1484	2420	5700	6.08	10.95	14.18
PSX	o	óˤ	224.771	0.118	543	1230	2478	5700	5.31	9.76	14.34
PSX	o	óˤ	226.642	0.084	503	1332	2499	5700	4.98	10.24	14.39
PSX	o	óˤ	236.207	0.206	632	1374	2221	5700	6.03	10.45	13.60
PSX	o	óˤ	237.330	0.175	550	1281	2204	5700	5.38	10.01	13.55
PSX	o	óˤ	248.070	0.110	564	1231	2446	5700	5.50	9.76	14.25
PSX	o	óˤ	254.737	0.104	541	1327	2465	5700	5.30	10.23	14.30
PSX	o	óˤ	255.474	0.163	571	1314	2404	5700	5.55	10.17	14.13
PSX	o	óˤ	255.846	0.145	643	1432	2473	5700	6.11	10.72	14.31
PSX	o	óˤ	269.508	0.178	651	1288	2384	5700	6.16	10.04	14.07
PSX	o	óˤ	280.561	0.190	581	1196	2337	5700	5.63	9.58	13.94
PSX	o	oˤ	285.169	0.132	462	1238	2616	5700	4.63	9.80	14.70
PSX	o	óˤ	285.349	0.222	600	1290	2598	5700	5.78	10.05	14.64
PSX	o	óːˤ	314.468	0.351	466	1012	2118	5700	4.66	8.58	13.28
PSX	o	óːˤ	315.429	0.298	553	921	2188	5700	5.39	8.01	13.50
PSX	o	oˤ	637.386	0.172	690	1294	2487	5700	6.44	10.07	14.36
PSX	o	oˤ	638.291	0.131	525	1366	2474	5700	5.16	10.41	14.32
PSX	o	oˤ	762.716	0.242	564	1199	2379	5700	5.49	9.60	14.06
PSX	o	oˤ	763.958	0.189	566	1179	2308	5700	5.51	9.50	13.85
PSX	o	óˤ	766.561	0.210	639	1273	2375	5700	6.04	9.95	14.04
PSX	o	óˤ	767.470	0.200	675	1293	2502	5700	6.34	9.73	14.21
PSX	o	oˤ	770.617	0.135	615	1466	2447	5700	5.88	10.86	14.25
PSX	o	óˤ	770.883	0.227	689	1212	2542	5700	6.46	9.66	14.50
PSX	o	oˤ	771.934	0.068	747	1419	2262	5700	6.88	10.65	13.72
PSX	o	óˤ	772.145	0.179	586	1157	2422	5700	5.66	9.38	14.18
PSX	o	oˤ	774.859	0.202	677	1524	2694	5700	6.37	11.11	14.90
PSX	o	óˤ	775.091	0.231	667	1394	2307	5700	6.29	10.54	13.85
PSX	o	oˤ	776.083	0.149	684	1378	2589	5700	6.42	10.47	14.63
PSX	o	óˤ	776.278	0.216	584	1225	2289	5700	5.65	9.74	13.80
PSX	o	óˤ	783.887	0.240	630	1278	2299	5700	5.98	10.00	13.83
PSX	o	óˤ	785.156	0.064	556	1140	2523	5700	5.43	9.30	14.46
PSX	o	oˤ	788.143	0.189	517	1397	2176	5700	5.10	10.56	13.46
PSX	o	óˤ	788.432	0.125	556	1286	2526	5700	5.43	10.03	14.47
PSX	o	oˤ	799.574	0.172	496	1187	2018	5700	4.93	9.54	12.96
PSX	o	óˤ	799.826	0.158	558	1295	2235	5700	5.44	10.07	13.64
PSX	o	oˤ	827.091	0.113	659	1299	2119	5700	6.23	10.10	13.28
PSX	o	óˤ	827.278	0.184	591	1097	2053	5700	5.71	9.06	13.07
PSX	u	ú	20.730	0.166	452	826	2774	5200	4.54	7.42	15.08
PSX	u	ú	21.648	0.116	454	1035	2712	5200	4.56	8.71	14.94
PSX	u	u	45.754	0.071	435	1414	2467	5200	4.36	10.60	13.70
PSX	u	u	47.034	0.078	388	1456	2732	5200	3.95	10.81	15.00
PSX	u	u	73.006	0.039	460	1570	3352	5200	4.61	11.31	16.40
PSX	u	u	73.269	0.144	525	1475	3025	5200	5.14	10.90	15.67
PSX	u	u	74.160	0.043	415	1551	2975	5200	4.21	11.23	15.58
PSX	u	u	74.401	0.125	807	1931	3240	5200	6.89	12.37	16.09
PSX	u	ú	78.340	0.105	416	1038	2707	5200	4.22	8.72	14.93
PSX	u	ú	79.736	0.095	458	1381	2644	5200	4.60	10.47	14.77
PSX	u	u	87.147	0.189	441	1045	2985	5200	4.44	8.77	15.60
PSX	u	u	87.738	0.107	567	1425	3080	5200	5.51	10.69	15.82
PSX	u	u	88.605	0.166	393	888	2707	5200	4.01	7.83	14.94
PSX	u	u	89.104	0.067	453	1711	2809	5200	4.55	11.86	15.19
PSX	u	u	92.525	0.118	517	1492	2847	5200	5.06	10.98	15.27
PSX	u	u	94.523	0.100	391	1416	2715	5200	3.88	10.61	14.92
PSX	u	u	99.486	0.227	628	1390	2783	5200	5.92	10.51	15.10
PSX	u	u	100.572	0.103	440	1133	2786	5200	4.44	9.25	15.13
PSX	u	u	101.630	0.244	507	1190	2937	5200	5.00	9.55	15.45
PSX	u	u	103.003	0.198	465	1123	2829	5200	4.66	9.19	15.23
PSX	u	u	104.196	0.292	459	1084	3033	5200	4.59	8.98	15.71
PSX	u	u	105.124	0.142	439	1080	2568	5200	4.42	8.96	14.58
PSX	u	ú	141.010	0.228	492	842	2344	5200	4.88	7.48	13.94
PSX	u	ú	142.242	0.165	408	950	2719	5200	4.15	8.21	14.96
PSX	u	u	170.674	0.077	476	1578	3015	5200	4.74	11.34	15.67
PSX	u	u	171.822	0.070	438	1660	2941	5200	4.41	11.67	15.50
PSX	u	u	175.589	0.100	423	854	2959	5200	4.28	7.61	15.55
PSX	u	u	176.869	0.101	444	1007	2910	5200	4.47	8.55	15.43
PSX	u	u	184.102	0.200	454	1129	3000	5200	4.56	9.22	15.63
PSX	u	u	185.222	0.191	459	1100	2921	5200	4.60	9.05	15.43
PSX	u	u	186.950	0.227	438	943	3081	5200	4.41	8.17	15.81
PSX	u	u	193.974	0.122	570	1199	3170	5200	5.54	9.59	16.02
PSX	u	u	194.709	0.083	545	1170	2859	5200	5.33	9.44	15.30
PSX	u	u	196.178	0.120	544	1126	3242	5200	5.31	9.19	16.16
PSX	u	u	196.952	0.120	485	1116	3087	5200	4.83	9.15	15.83
PSX	u	u	198.298	0.089	494	1501	3203	5200	4.91	11.02	16.09
PSX	u	u	199.125	0.064	581	1270	3092	5200	5.63	9.95	15.84
PSX	u	u	200.563	0.139	479	1139	3355	5200	4.78	9.29	16.41
PSX	u	u	201.325	0.067	487	1360	2918	5200	4.85	10.38	15.45
PSX	u	u	220.801	0.088	457	1195	2876	5200	4.59	9.58	15.35
PSX	u	u	222.013	0.048	403	1218	2805	5200	4.10	9.70	15.18
PSX	u	u	227.377	0.064	384	1155	2792	5200	3.92	9.37	15.15
PSX	u	ú	240.591	0.115	468	1204	2948	5200	4.68	9.62	15.52
PSX	u	ú	241.649	0.092	409	1242	2651	5200	4.16	9.81	14.79
PSX	u	u	298.802	0.063	522	1638	3226	5200	5.14	11.58	16.13
PSX	u	u	299.868	0.074	407	1622	3099	5200	4.13	11.52	15.86
PSX	u	u	306.311	0.070	428	990	2617	5200	4.32	8.45	14.70
PSX	u	u	307.843	0.046	524	885	3114	5200	5.16	7.81	15.89
PSX	u	u̥	312.625	0.127	986	2037	3151	5200	8.42	12.96	15.92
PSX	u	u	314.902	0.097	550	1365	3128	5200	5.37	10.41	15.92
PSX	u	u	315.808	0.069	522	1393	2582	5200	5.15	10.54	14.55
PSX	u	ú	322.796	0.225	439	959	3143	5200	4.43	8.26	15.96
PSX	u	ú	325.048	0.160	413	919	2957	5200	4.19	8.02	15.54
PSX	u	ú	325.565	0.173	492	942	3445	5200	4.87	8.16	16.59
PSX	u	u	332.886	0.150	420	1087	3017	5200	4.26	9.00	15.68
PSX	u	u	333.832	0.112	394	1165	2811	5200	4.02	9.40	15.19
PSX	u	ú	338.446	0.128	403	942	3051	5200	4.10	8.16	15.75
PSX	u	ú	339.259	0.130	407	945	3020	5200	4.14	8.18	15.68
PSX	u	ú	342.771	0.130	445	1071	3089	5200	4.48	8.91	15.84
PSX	u	ú	343.631	0.119	418	1117	2993	5200	4.24	9.17	15.62
PSX	u	ũ	346.110	0.164	519	1158	2686	5200	4.98	9.32	14.79
PSX	u	u	346.927	0.070	794	1732	2862	5200	6.98	11.85	15.31
PSX	u	ú	350.118	0.169	415	1034	2595	5200	4.21	8.69	14.63
PSX	u	ú	352.621	0.174	401	1113	2786	5200	4.08	9.12	15.12
PSX	u	ú	353.491	0.076	367	1093	2361	5200	3.77	9.01	14.00
PSX	u	úː	356.428	0.193	375	935	3422	5200	3.84	8.11	16.54
PSX	u	u	356.715	0.215	608	1288	2500	5200	5.84	9.97	13.98
PSX	u	úː	358.092	0.188	362	951	3300	5200	3.73	8.21	16.29
PSX	u	u	358.378	0.154	443	1147	2785	5200	4.44	9.32	15.10
PSX	u	u	361.153	0.198	545	1318	2802	5200	5.33	10.18	15.11
PSX	u	u	364.966	0.087	516	1500	3053	5200	5.10	11.01	15.76
PSX	u	u	365.877	0.105	477	1449	3236	5200	4.76	10.79	16.16
PSX	u	u	366.876	0.197	413	907	3158	5200	4.19	7.94	15.95
PSX	u	ú	387.586	0.231	493	1151	2197	5200	4.89	9.35	13.52
PSX	u	u̞	388.169	0.139	429	1261	2592	5200	4.34	9.91	14.64
PSX	u	u	393.335	0.212	602	1052	2474	5200	5.78	8.73	14.14
PSX	u	u	394.185	0.186	662	1567	3190	5200	6.14	10.90	15.94
PSX	u	u	402.167	0.081	402	1563	2818	5200	4.09	11.28	15.21
PSX	u	u	403.802	0.046	417	1553	2810	5200	4.23	11.24	15.19
PSX	u	u	438.534	0.096	579	1538	2894	5200	5.61	11.17	15.39
PSX	u	u	439.883	0.086	440	1521	2916	5200	4.44	11.10	15.44
PSX	u	u	445.060	0.053	766	1611	2547	5200	7.02	11.47	14.52
PSX	u	ú	447.492	0.079	441	1071	2467	5200	4.44	8.92	14.30
PSX	u	ú	449.267	0.082	412	1070	2506	5200	4.18	8.91	14.41
PSX	u	ú	458.570	0.130	345	1143	2488	5200	3.56	9.31	14.36
PSX	u	ú	459.086	0.111	461	1197	2523	5200	4.62	9.59	14.46
PSX	u	ú	460.317	0.103	413	1114	2886	5200	4.19	9.16	15.37
PSX	u	ú	461.099	0.116	310	1140	2777	5200	3.23	9.27	15.11
PSX	u	ú	462.028	0.093	426	1254	2734	5200	4.31	9.88	15.00
PSX	u	u	544.524	0.121	354	1499	3119	5200	3.65	11.01	15.90
PSX	u	u	545.811	0.087	564	1935	3254	5200	4.80	12.50	16.16
PSX	u	u	598.525	0.254	462	1343	3078	5200	4.62	10.28	15.71
PSX	u	u	599.683	0.136	467	1189	2757	5200	4.67	9.55	15.06
PSX	u	u	648.677	0.258	362	1110	2789	5200	3.72	9.11	15.13
PSX	u	u	649.867	0.131	400	1337	2793	5200	4.07	10.27	15.13
PSX	u	u	747.313	0.076	431	1563	2983	5200	4.35	11.28	15.60
PSX	u	u	748.631	0.081	436	1515	3068	5200	4.40	11.07	15.79
PSX	u	ṵ́	751.802	0.168	402	874	3287	5200	4.09	7.72	16.26
PSX	u	u	779.848	0.155	515	1147	2849	5200	5.07	9.30	15.28
PSX	u	u	780.916	0.077	453	1202	2764	5200	4.55	9.61	15.08
PSX	u	u	905.369	0.046	523	1502	2847	5200	5.15	11.02	15.28
PSX	u	ú	905.560	0.070	380	905	2901	5200	3.89	7.92	15.39
PSX	u	u	906.732	0.068	502	952	2653	5200	4.97	8.22	14.78
PSX	u	ú	906.967	0.067	329	1072	2380	5200	3.41	8.92	14.06
PSX	u	ú	916.435	0.237	489	1045	2901	5200	4.86	8.68	15.23
PSX	u	u	916.951	0.140	466	1082	3052	5200	4.65	8.96	15.75
PSX	u	ú	917.586	0.111	567	1344	3073	5200	5.49	10.30	15.80
PSX	u	u	917.942	0.065	433	1056	2815	5200	4.37	8.83	15.20
PSX	u	ú	924.806	0.088	441	1059	2483	5200	4.45	8.85	14.33
