speaker	phone	vowel	duration	ceiling	variance	F1	F2	F3	F1Bk	F2Bk	F3Bk	start	word	filename	status
PSX	i	i	0.099	7020	0.035	407	2489	3307	4.14	14.37	16.31	113.982	qʼʷilʲáqʰ	archi-phon-2006-PSX-1-vowels	Auto
PSX	á	a	0.129	5590	0.245	783	1862	3024	7.13	12.42	15.69	114.159	qʼʷilʲáqʰ	archi-phon-2006-PSX-1-vowels	Auto
PSX	á	a	0.073	5950	0.030	920	1779	2975	8.03	12.12	15.58	114.868	áqχʰ	archi-phon-2006-PSX-1-vowels	Auto
PSX	áʲˤ	a	0.109	5850	0.154	812	1878	3172	7.33	12.48	16.02	117.734	báʲˤtʰ	archi-phon-2006-PSX-1-vowels	Auto
PSX	áʲˤ	a	0.121	5230	0.125	824	1919	2911	7.41	12.62	15.43	118.977	báʲˤtʰ	archi-phon-2006-PSX-1-vowels	Auto
PSX	a	a	0.164	6310	0.194	751	1639	2960	6.91	11.58	15.55	121.376	hawá	archi-phon-2006-PSX-1-vowels	Auto
PSX	á	a	0.232	5250	0.070	823	1679	2881	7.40	11.74	15.36	121.631	hawá	archi-phon-2006-PSX-1-vowels	Auto
PSX	a	a	0.105	6330	0.037	770	1682	2933	7.04	11.76	15.48	122.495	havá	archi-phon-2006-PSX-1-vowels	Auto
PSX	á	a	0.179	5630	0.155	805	1712	2885	7.28	11.87	15.37	122.658	havá	archi-phon-2006-PSX-1-vowels	Auto
PSX	íː	i	0.275	5960	0.031	402	2690	3207	4.10	14.89	16.09	124.893	χíːr	archi-phon-2006-PSX-1-vowels	Auto
PSX	í	i	0.181	6560	0.068	366	2722	3182	3.75	14.97	16.04	125.835	χír	archi-phon-2006-PSX-1-vowels	Auto
PSX	í	i	0.119	6220	0.442	487	2503	3093	4.85	14.41	15.85	127.962	χítːaː	archi-phon-2006-PSX-1-vowels	Auto
PSX	aː	a	0.293	5710	0.251	784	1868	2556	7.14	12.44	14.55	128.471	χítːaː	archi-phon-2006-PSX-1-vowels	Auto
PSX	í	i	0.076	6060	0.332	461	2555	3400	4.62	14.54	16.50	129.079	χítːa	archi-phon-2006-PSX-1-vowels	Auto
PSX	a	a	0.159	5150	0.158	800	1847	2933	7.25	12.37	15.48	129.365	χítːa	archi-phon-2006-PSX-1-vowels	Auto
PSX	áˤ	a	0.267	5610	0.017	766	1718	2477	7.01	11.90	14.33	133.695	bˤáˤʃˤ	archi-phon-2006-PSX-1-vowels	Auto
PSX	áˤ	a	0.202	4990	0.024	825	1757	2570	7.42	12.04	14.59	134.720	bˤáˤʃˤ	archi-phon-2006-PSX-1-vowels	Auto
PSX	ə	ə	0.104	6330	0.226	698	2137	3306	6.53	13.34	16.30	135.874	qʼəlʲí	archi-phon-2006-PSX-1-vowels	Auto
PSX	í	i	0.309	6480	0.150	374	2745	3469	3.83	15.03	16.63	136.077	qʼəlʲí	archi-phon-2006-PSX-1-vowels	Auto
PSX	ə	ə	0.087	6350	0.456	683	1984	3393	6.41	12.84	16.48	137.442	qʼəlʲí	archi-phon-2006-PSX-1-vowels	Auto
PSX	í	i	0.193	6280	0.064	347	2657	3218	3.58	14.81	16.12	137.607	qʼəlʲí	archi-phon-2006-PSX-1-vowels	Auto
PSX	á	a	0.287	6190	0.069	841	1849	3003	7.52	12.38	15.64	138.626	sːáʜ	archi-phon-2006-PSX-1-vowels	Auto
PSX	á	a	0.164	5390	0.117	794	1859	2862	7.21	12.41	15.32	139.936	sːáʜ	archi-phon-2006-PSX-1-vowels	Auto
PSX	ú	u	0.228	4710	0.856	440	941	2356	4.44	8.16	14.00	141.010	múdᵊ	archi-phon-2006-PSX-1-vowels	Auto
PSX	ú	u	0.165	5030	0.056	399	942	2528	4.06	8.17	14.47	142.242	múd	archi-phon-2006-PSX-1-vowels	Auto
PSX	á	a	0.168	6050	0.060	864	1834	2926	7.67	12.32	15.47	143.818	járˤχˤoˤnˤnˤoˤʃˤ	archi-phon-2006-PSX-1-vowels	Auto
PSX	oˤ	o	0.053	4470	0.051	764	1332	2477	7.00	10.26	14.33	144.172	járˤχˤoˤnˤnˤoˤʃˤ	archi-phon-2006-PSX-1-vowels	Auto
PSX	oˤ	o	0.141	4730	0.309	824	1638	2521	7.41	11.58	14.45	144.358	járˤχˤoˤnˤnˤoˤʃˤ	archi-phon-2006-PSX-1-vowels	Auto
PSX	á	a	0.096	6230	0.085	753	2019	3052	6.93	12.96	15.76	145.149	járˤχˤoˤnˤnˤoˤʃˤ	archi-phon-2006-PSX-1-vowels	Auto
PSX	oˤ	o	0.049	4350	0.113	647	1297	2125	6.14	10.09	13.30	145.385	járˤχˤoˤnˤnˤoˤʃˤ	archi-phon-2006-PSX-1-vowels	Auto
PSX	oˤ	o	0.097	4370	0.082	672	1482	2350	6.33	10.94	13.98	145.546	járˤχˤoˤnˤnˤoˤʃˤ	archi-phon-2006-PSX-1-vowels	Auto
PSX	ã́ˤ	a	0.213	5790	1.245	774	1765	2657	7.07	12.07	14.81	165.923	ã́ˤʃˤ	archi-phon-2006-PSX-1-vowels	Auto
PSX	ã́ˤ	a	0.228	5570	0.518	791	1715	2422	7.19	11.88	14.18	167.038	ã́ˤʃˤ	archi-phon-2006-PSX-1-vowels	Auto
PSX	áː	a	0.296	6350	0.038	844	1842	2966	7.54	12.35	15.56	169.966	lʲáːχətːutʰ	archi-phon-2006-PSX-1-vowels	Auto
PSX	ə	ə	0.060	5490	0.051	681	1807	2966	6.40	12.23	15.56	170.385	lʲáːχətːutʰ	archi-phon-2006-PSX-1-vowels	Auto
PSX	u	u	0.076	4930	0.212	459	1625	2981	4.60	11.53	15.60	170.674	lʲáːχətːutʰ	archi-phon-2006-PSX-1-vowels	Auto
PSX	áː	a	0.211	5410	0.026	815	1768	2988	7.35	12.08	15.61	171.261	lʲáːχətːutʰ	archi-phon-2006-PSX-1-vowels	Auto
PSX	ə	ə	0.065	5470	0.165	613	1643	3059	5.89	11.60	15.77	171.565	lʲáːχətːutʰ	archi-phon-2006-PSX-1-vowels	Auto
PSX	u	u	0.070	4870	0.092	429	1660	2865	4.34	11.67	15.32	171.822	lʲáːχətːutʰ	archi-phon-2006-PSX-1-vowels	Auto
PSX	u	u	0.099	5610	0.046	433	898	2942	4.37	7.89	15.51	175.589	huwáʔàs	archi-phon-2006-PSX-1-vowels	Auto
PSX	á	a	0.163	6350	0.094	835	1555	2932	7.48	11.25	15.48	175.736	huwáʔàs	archi-phon-2006-PSX-1-vowels	Auto
PSX	à	a	0.128	5730	0.180	821	1853	2987	7.39	12.39	15.61	175.937	huwáʔàs	archi-phon-2006-PSX-1-vowels	Auto
PSX	u	u	0.101	5830	0.057	442	1000	2903	4.46	8.51	15.41	176.869	huwáʔàs	archi-phon-2006-PSX-1-vowels	Auto
PSX	á	a	0.111	5950	0.131	714	1397	2773	6.64	10.56	15.10	177.035	huwáʔàs	archi-phon-2006-PSX-1-vowels	Auto
PSX	à	a	0.112	5630	0.207	772	1700	2878	7.06	11.82	15.36	177.182	huwáʔàs	archi-phon-2006-PSX-1-vowels	Auto
PSX	á	a	0.183	5750	0.122	742	1775	2874	6.85	12.11	15.35	178.491	jáɦas	archi-phon-2006-PSX-1-vowels	Auto
PSX	a	a	0.083	5950	0.052	816	1920	2929	7.35	12.63	15.48	178.821	jáɦas	archi-phon-2006-PSX-1-vowels	Auto
PSX	á	a	0.162	6310	0.379	843	1960	2968	7.54	12.76	15.57	179.446	jáhas	archi-phon-2006-PSX-1-vowels	Auto
PSX	a	a	0.053	5810	0.064	839	1983	3141	7.51	12.84	15.95	179.753	jáhas	archi-phon-2006-PSX-1-vowels	Auto
PSX	ó	o	0.088	4990	0.018	431	1033	3275	4.36	8.70	16.24	183.601	χówtːətʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	ə	ə	0.059	5470	0.002	415	1783	2889	4.21	12.14	15.38	183.943	χówtːətʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	u	u	0.201	5690	0.261	466	1140	3004	4.66	9.29	15.65	184.102	χówtːətʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	ó	o	0.101	5330	0.079	529	977	3339	5.21	8.37	16.37	184.743	χówtːətʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	ə	ə	0.063	5890	0.026	475	1789	2921	4.74	12.16	15.46	185.069	χówtːətʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	u	u	0.191	5550	0.716	485	1331	2995	4.83	10.26	15.63	185.222	χówtːətʼu	archi-phon-2006-PSX-1-vowels	Auto
PSX	á	a	0.151	6350	0.073	877	1715	3099	7.76	11.88	15.86	186.379	χːátːətʼu	archi-phon-2006-PSX-1-vowels	Auto
