file,f0,duration,label,group,color,number,cutoff,f11,f21,f31,f12,f22,f32,f13,f23,f33,f14,f24,f34,f15,f25,f35
archi-phon-2006-JSP-1-vowels_0202,202.8,0.21,éˤ,7,Blue,202,4767,464,1895,2418,477,1811,2253,509,1746,2180,529,1619,2126,549,1510,2092
archi-phon-2006-JSP-1-vowels_0203,153.4,0.154,éˤ,7,Blue,203,4767,466,1764,2376,462,1745,2414,487,1728,2344,493,1704,2261,539,1555,2102
archi-phon-2006-JSP-1-vowels_0204,222.8,0.216,éˤ,7,Blue,204,5833,511,1951,2530,455,1945,2536,497,1909,2500,525,1843,2292,553,1813,2344
archi-phon-2006-JSP-1-vowels_0205,234.9,0.186,éˤ,7,Blue,205,5967,439,1933,2421,472,1839,2393,517,1763,2218,536,1719,2272,623,1732,2384
archi-phon-2006-JSP-1-vowels_0206,222,0.204,éˤ,7,Blue,206,6100,495,1932,2460,511,1897,2466,510,1879,2329,526,1733,2284,580,1604,2269
archi-phon-2006-JSP-1-vowels_0207,154.3,0.164,é,2,Navy,207,4633,434,1901,2481,444,1898,2392,496,1786,2276,503,1741,2205,522,1570,2133
archi-phon-2006-JSP-1-vowels_0208,201.1,0.08,á,3,Purple,208,6367,505,1753,2512,616,1634,2524,643,1620,2693,645,1616,2657,629,1636,2814
archi-phon-2006-JSP-1-vowels_0209,292.5,0.08,í,1,Teal,209,4767,398,1878,2376,399,2050,2446,383,2064,2489,351,2010,2543,343,1997,2577
archi-phon-2006-JSP-1-vowels_0210,151.1,0.09,á,3,Purple,210,4767,474,1556,2376,559,1419,2283,578,1368,2255,554,1375,2258,505,1412,2265
archi-phon-2006-JSP-1-vowels_0211,132.8,0.076,í,1,Teal,211,4767,451,1586,2114,445,1804,2189,416,1849,2283,406,1705,2269,390,1808,2147
archi-phon-2006-JSP-1-vowels_0212,212.9,0.138,é,2,Navy,212,5700,424,1835,2377,492,1826,2344,613,1690,2411,612,1700,2433,686,1911,2472
archi-phon-2006-JSP-1-vowels_0213,206.8,0.104,ó,4,Green,213,4900,465,774,2544,462,829,2540,486,940,2491,496,1096,2386,571,1331,2388
archi-phon-2006-JSP-1-vowels_0214,215.7,0.09,á,3,Purple,214,5300,472,1653,2443,633,1604,2394,611,1540,2384,521,1539,2412,485,1582,2333
archi-phon-2006-JSP-1-vowels_0215,211.3,0.09,í,1,Teal,215,5433,431,1805,2298,434,2102,2504,434,2118,2631,420,2091,2608,434,1967,2603
archi-phon-2006-JSP-1-vowels_0216,183.8,0.174,á,3,Purple,216,5433,550,1601,2348,653,1254,2419,688,1252,2448,628,1286,2435,608,1410,2314
archi-phon-2006-JSP-1-vowels_0217,129.7,0.172,á,3,Purple,217,4767,603,1467,2343,651,1325,2380,632,1293,2423,630,1325,2331,593,1335,2251
archi-phon-2006-JSP-1-vowels_0218,180.6,0.138,éˤ,7,Blue,218,4900,499,1778,2475,530,1758,2467,552,1755,2491,504,1718,2624,459,1691,2684
archi-phon-2006-JSP-1-vowels_0219,200,0.138,éˤ,7,Blue,219,4633,501,1727,2478,512,1630,2412,524,1624,2374,466,1535,2327,457,1503,2515
archi-phon-2006-JSP-1-vowels_0220,160.1,0.262,éˤ,7,Blue,220,4633,505,1841,2703,438,1606,2492,481,1560,2245,505,1554,2192,471,1605,1981
archi-phon-2006-JSP-1-vowels_0221,149,0.166,éˤ,7,Blue,221,4633,468,1642,2110,510,1606,2220,499,1488,1970,483,1557,2006,492,1509,1881
archi-phon-2006-JSP-1-vowels_0222,182.5,0.182,á,3,Purple,222,4767,554,1469,2488,670,1444,2514,670,1471,2482,589,1557,2529,592,1778,2478
archi-phon-2006-JSP-1-vowels_0223,135.4,0.158,á,3,Purple,223,5300,567,1399,2525,629,1385,2546,604,1450,2462,547,1568,2508,516,1725,2494
archi-phon-2006-JSP-1-vowels_0224,207.9,0.226,é,2,Navy,224,4900,454,1762,2614,463,1841,2506,462,1816,2445,505,1910,2554,524,1879,2546
archi-phon-2006-JSP-1-vowels_0225,165,0.126,éˤ,7,Blue,225,4633,499,1695,2520,500,1641,2384,509,1617,2400,474,1719,2488,442,1729,2623
archi-phon-2006-JSP-1-vowels_0226,156.7,0.114,á,3,Purple,226,6500,530,1696,2591,637,1769,2577,632,1676,2560,612,1649,2526,604,1702,2473
archi-phon-2006-JSP-1-vowels_0227,133.7,0.132,á,3,Purple,227,5433,556,1531,2506,610,1518,2475,628,1555,2480,572,1595,2447,530,1722,2432
archi-phon-2006-JSP-1-vowels_0228,173.2,0.204,áˤ,8,Magenta,228,5433,523,1377,1884,590,1421,1964,687,1458,1980,688,1371,1849,583,1288,1676
archi-phon-2006-JSP-1-vowels_0229,164.8,0.17,áˤ,8,Magenta,229,4900,585,1398,2208,644,1459,2216,644,1368,2149,653,1361,2076,603,1364,1955
archi-phon-2006-JSP-1-vowels_0230,159.7,0.286,éˤ,7,Blue,230,4767,510,1601,2033,557,1674,2102,546,1677,2136,495,1706,2133,486,1737,2358
archi-phon-2006-JSP-1-vowels_0231,191.1,0.258,éˤ,7,Blue,231,4633,509,1625,2165,500,1718,2306,496,1739,2249,514,1739,2316,487,1754,2420
archi-phon-2006-JSP-1-vowels_0232,181.8,0.086,á,3,Purple,232,4633,581,1481,2424,612,1439,2423,702,1437,2406,682,1430,2403,596,1451,2256
archi-phon-2006-JSP-1-vowels_0233,164.2,0.382,éˤ,7,Blue,233,5433,457,1519,2348,503,1576,2405,515,1636,2132,553,1688,2290,509,1701,2460
archi-phon-2006-JSP-1-vowels_0234,154.7,0.29,éˤ,7,Blue,234,4633,486,1693,2344,490,1688,2287,470,1713,2238,475,1724,2238,459,1699,2182
archi-phon-2006-JSP-1-vowels_0235,196.9,0.106,é,2,Navy,235,4633,472,1472,2243,563,1607,2298,586,1718,2266,602,1777,2294,524,1692,2369
archi-phon-2006-JSP-1-vowels_0236,166.4,0.094,é,2,Navy,236,5833,480,1534,2114,492,1629,2135,505,1652,2193,495,1745,2270,454,1783,2311
archi-phon-2006-JSP-1-vowels_0237,171.9,0.212,é,2,Navy,237,4500,455,1535,2041,503,1630,2101,514,1673,2126,427,1682,2067,503,1652,2085
archi-phon-2006-JSP-1-vowels_0238,147,0.148,é,2,Navy,238,4500,454,1585,2104,466,1689,2182,440,1731,2088,441,1747,2108,405,1692,2111
archi-phon-2006-JSP-1-vowels_0239,174.3,0.15,á,3,Purple,239,5967,674,1383,2451,634,1462,2657,666,1334,2578,660,1345,2607,560,1362,2463
archi-phon-2006-JSP-1-vowels_0240,145.3,0.136,á,3,Purple,240,6367,667,1592,2806,636,1492,2793,669,1363,2735,646,1367,2730,624,1370,2795
archi-phon-2006-JSP-1-vowels_0241,155.7,0.224,á,3,Purple,241,5300,659,1416,2454,660,1414,2675,646,1440,2719,659,1569,2615,572,1607,2380
archi-phon-2006-JSP-1-vowels_0242,162.2,0.192,á,3,Purple,242,4767,658,1374,2271,665,1363,2294,686,1397,2297,634,1450,2139,501,1564,2040
archi-phon-2006-JSP-1-vowels_0243,170.8,0.188,á,3,Purple,243,5967,640,1290,2714,615,1321,2693,634,1357,2797,615,1400,2947,593,1400,2992
archi-phon-2006-JSP-1-vowels_0244,148.7,0.178,á,3,Purple,244,6367,681,1349,2770,706,1304,2701,623,1353,2767,617,1480,2847,604,1411,2945
archi-phon-2006-JSP-1-vowels_0245,160,0.196,á,3,Purple,245,6100,574,1160,2431,649,1254,2594,643,1293,2614,681,1373,2708,681,1390,2630
archi-phon-2006-JSP-1-vowels_0246,135.1,0.182,á,3,Purple,246,5567,625,1202,2448,684,1334,2600,695,1279,2635,674,1351,2588,644,1400,2614
archi-phon-2006-JSP-1-vowels_0247,166.6,0.13,á,3,Purple,247,4500,497,1569,2435,608,1587,2429,641,1483,2323,622,1551,2309,566,1578,2234
archi-phon-2006-JSP-1-vowels_0248,179.8,0.144,é,2,Navy,248,6233,420,1837,2413,561,1858,2426,569,1851,2503,424,1827,2501,371,1825,2511
archi-phon-2006-JSP-1-vowels_0249,149,0.114,á,3,Purple,249,5300,473,1481,2334,582,1583,2514,599,1512,2562,587,1548,2414,558,1593,2275
archi-phon-2006-JSP-1-vowels_0250,135,0.082,é,2,Navy,250,5967,451,1806,2467,440,1860,2534,424,1907,2488,420,1853,2544,409,1829,2533
archi-phon-2006-JSP-1-vowels_0251,187.6,0.186,á,3,Purple,251,5433,479,1501,2409,605,1512,2459,618,1459,2463,602,1470,2413,579,1500,2429
archi-phon-2006-JSP-1-vowels_0252,145.7,0.168,á,3,Purple,252,5167,435,1419,2375,576,1387,2426,579,1376,2454,560,1424,2450,517,1455,2465
archi-phon-2006-JSP-1-vowels_0253,158,0.186,á,3,Purple,253,5167,493,1568,2405,652,1447,2504,677,1504,2514,613,1558,2417,633,1481,2348
archi-phon-2006-JSP-1-vowels_0254,190.7,0.124,á,3,Purple,254,6100,746,1334,2522,746,1394,2587,750,1507,2654,726,1602,2546,613,1596,2576
archi-phon-2006-JSP-1-vowels_0255,173.4,0.142,á,3,Purple,255,5700,525,1574,2310,662,1492,2579,683,1406,2445,650,1388,2480,627,1514,2534
archi-phon-2006-JSP-1-vowels_0256,171.6,0.144,á,3,Purple,256,5300,655,1452,2257,681,1368,2404,643,1359,2393,510,1481,2382,529,1448,2339
archi-phon-2006-JSP-1-vowels_0257,131.1,0.164,á,3,Purple,257,5167,448,1558,2316,556,1561,2342,594,1427,2295,605,1360,2229,556,1369,2146
archi-phon-2006-JSP-1-vowels_0258,163.4,0.184,áˤ,8,Magenta,258,5167,599,1518,1986,665,1439,2005,664,1369,2155,682,1408,2447,596,1429,1952
archi-phon-2006-JSP-1-vowels_0259,133.7,0.146,áˤ,8,Magenta,259,5033,636,1299,2039,631,1245,2047,622,1263,2070,635,1306,2207,594,1237,2128
archi-phon-2006-JSP-1-vowels_0260,166.1,0.32,áː,13,Purple,260,5700,628,1474,2235,641,1452,2291,679,1383,2346,687,1440,2396,664,1381,2370
archi-phon-2006-JSP-1-vowels_0261,131.9,0.258,áːˤ,18,Magenta,261,4500,556,1505,2120,642,1347,2067,663,1321,2152,636,1356,2165,569,1340,2149
archi-phon-2006-JSP-1-vowels_0262,166.6,0.28,áːˤ,18,Magenta,262,5833,641,1472,2580,643,1366,2455,665,1458,2362,685,1390,2258,678,1400,2436
archi-phon-2006-JSP-1-vowels_0263,114,0.23,áːˤ,18,Magenta,263,5167,518,1617,2477,602,1363,2044,637,1309,2056,612,1334,2099,547,1339,2102
archi-phon-2006-JSP-1-vowels_0264,174.7,0.152,ó,4,Green,264,4900,398,1370,2283,500,1259,2345,567,1245,2485,555,1242,2613,528,1343,2522
archi-phon-2006-JSP-1-vowels_0265,116.5,0.134,ó,4,Green,265,5167,381,1347,2188,450,1288,2310,461,1167,2367,484,1151,2392,457,1158,2335
archi-phon-2006-JSP-1-vowels_0266,155.8,0.2,ó,4,Green,266,5567,428,763,2304,439,847,2333,480,917,2387,502,984,2364,497,1232,2273
archi-phon-2006-JSP-1-vowels_0267,136.4,0.162,ó,4,Green,267,5567,494,937,2320,434,843,2344,437,903,2328,475,969,2230,463,1128,2098
archi-phon-2006-JSP-1-vowels_0268,151,0.232,áˤ,8,Magenta,268,4633,540,1370,2015,598,1370,2064,619,1365,2089,596,1468,1987,536,1440,1952
archi-phon-2006-JSP-1-vowels_0269,142.8,0.172,áˤ,8,Magenta,269,5567,530,1459,2012,591,1560,2073,598,1502,2186,566,1537,2026,551,1447,1999
archi-phon-2006-JSP-1-vowels_0270,176.5,0.178,óˤ,9,Lime,270,4633,485,1092,2103,517,1082,2081,538,1116,1999,480,1191,1944,501,1195,2028
archi-phon-2006-JSP-1-vowels_0271,127.7,0.186,óˤ,9,Lime,271,5567,395,1039,2237,441,1052,2003,459,1016,1863,449,1117,1891,464,1210,2079
archi-phon-2006-JSP-1-vowels_0272,185.7,0.182,ó,4,Green,272,4767,497,1135,2164,524,1162,2074,559,1107,2083,571,1107,2148,597,1217,2214
archi-phon-2006-JSP-1-vowels_0273,125.1,0.198,óˤ,9,Lime,273,4633,467,1302,2245,472,1030,1938,489,953,2035,500,985,2095,495,997,2137
archi-phon-2006-JSP-1-vowels_0274,200.9,0.17,óˤ,9,Lime,274,4633,542,933,1852,559,811,1875,564,848,1979,554,1098,2122,579,1258,2274
archi-phon-2006-JSP-1-vowels_0275,138.6,0.198,óˤ,9,Lime,275,5433,572,1040,1794,497,1086,1727,512,1019,1804,529,1006,1938,500,1199,2152
archi-phon-2006-JSP-1-vowels_0276,190.5,0.182,óˤ,9,Lime,276,4633,474,1114,1824,502,1090,1823,548,1042,1831,541,1088,1913,538,1108,2120
archi-phon-2006-JSP-1-vowels_0277,125.3,0.196,óˤ,9,Lime,277,6233,536,1698,2981,550,1757,3152,545,1779,3185,548,1821,2802,514,1445,2552
archi-phon-2006-JSP-1-vowels_0278,174,0.19,á,3,Purple,278,5567,628,1442,2363,663,1362,2405,691,1403,2322,615,1352,2076,643,1369,2066
archi-phon-2006-JSP-1-vowels_0279,155.7,0.144,áˤ,8,Magenta,279,5033,633,1483,2242,642,1530,2196,624,1532,2159,619,1294,2157,597,1246,2154
archi-phon-2006-JSP-1-vowels_0280,158.5,0.2,óˤ,9,Lime,280,4900,489,891,1740,511,973,1750,486,981,1811,514,1021,1813,486,1010,1832
archi-phon-2006-JSP-1-vowels_0281,187.6,0.19,óˤ,9,Lime,281,4633,488,917,1759,513,1021,1756,569,1038,1825,580,1026,1810,556,1030,1814
archi-phon-2006-JSP-1-vowels_0282,140.3,0.196,óˤ,9,Lime,282,6500,510,1708,4201,488,829,1810,595,966,1860,592,1725,3045,668,1718,3338
archi-phon-2006-JSP-1-vowels_0283,161.2,0.17,óˤ,9,Lime,283,6500,494,1147,2301,524,1018,1884,519,1032,2140,527,1120,2001,554,1025,2029
archi-phon-2006-JSP-1-vowels_0284,133.2,0.144,óˤ,9,Lime,284,4500,493,970,1816,498,971,1773,539,1038,1814,500,1080,1881,466,982,1890
archi-phon-2006-JSP-1-vowels_0285,165.4,0.22,é,2,Navy,285,5967,434,1828,2620,484,1817,2563,485,1839,2484,522,1640,2437,520,1575,2365
archi-phon-2006-JSP-1-vowels_0286,142.7,0.19,éˤ,7,Blue,286,4500,451,1719,2106,461,1640,2030,472,1621,2098,493,1582,2039,439,1499,2055
archi-phon-2006-JSP-1-vowels_0287,183.2,0.174,ú,5,Olive,287,5167,406,693,2292,360,715,2367,390,771,2429,390,839,2372,392,851,2367
archi-phon-2006-JSP-1-vowels_0288,152.6,0.09,ú,5,Olive,288,5300,400,676,2334,447,693,2366,484,674,2467,467,639,2491,401,611,2491
archi-phon-2006-JSP-1-vowels_0289,171.9,0.168,ú,5,Olive,289,5033,436,703,2267,350,725,2317,368,725,2343,362,721,2366,366,702,2434
archi-phon-2006-JSP-1-vowels_0290,138.6,0.164,ú,5,Olive,290,4900,368,791,2125,398,706,2264,379,685,2325,405,641,2430,391,656,2395
archi-phon-2006-JSP-1-vowels_0291,185.5,0.18,úˤ,10,Maroon,291,4500,460,821,1575,483,948,1638,420,901,1864,415,1026,1940,442,1097,1949
archi-phon-2006-JSP-1-vowels_0292,128.6,0.166,úˤ,10,Maroon,292,4633,407,757,1646,411,878,1801,418,959,1875,378,890,2030,396,1011,2072
archi-phon-2006-JSP-2-stops_0001,165.3,0.18,ó,4,Green,293,4500,407,700,2298,426,683,2290,469,804,2328,479,1119,2255,471,1297,2249
archi-phon-2006-JSP-2-stops_0002,127.7,0.158,ó,4,Green,294,5300,372,642,2289,391,749,2310,409,801,2365,435,915,2292,463,1024,2147
archi-phon-2006-JSP-2-stops_0003,324,0.122,í,1,Teal,295,4900,306,1796,2437,310,1888,2407,328,1854,2339,341,1815,2123,336,1769,1997
archi-phon-2006-JSP-2-stops_0004,132.2,0.092,í,1,Teal,296,4500,298,1801,2523,303,1865,2544,320,1892,2471,406,1850,2303,280,1899,2442
archi-phon-2006-JSP-2-stops_0005,152.1,0.202,ó,4,Green,297,4633,411,1209,2266,446,927,2365,487,868,2437,508,946,2430,502,990,2366
archi-phon-2006-JSP-2-stops_0006,128.9,0.196,ó,4,Green,298,5300,343,1344,2373,425,957,2384,443,875,2479,457,878,2432,416,937,2383
archi-phon-2006-JSP-2-stops_0007,150.4,0.208,á,3,Purple,299,4633,597,1431,2397,666,1389,2481,670,1362,2553,660,1321,2499,616,1311,2424
archi-phon-2006-JSP-2-stops_0008,133.9,0.14,á,3,Purple,300,4500,550,1444,2200,718,1412,2401,693,1271,2483,682,1265,2466,657,1239,2420
archi-phon-2006-JSP-2-stops_0009,185.2,0.09,í,1,Teal,301,5167,472,1781,2430,424,2046,2715,429,2102,2788,451,2048,2742,407,2031,2615
archi-phon-2006-JSP-2-stops_0010,183.2,0.136,ó,4,Green,302,5300,476,1299,2075,497,1081,2301,555,1109,2641,582,1120,2574,530,1113,2300
archi-phon-2006-JSP-2-stops_0011,158.2,0.07,í,1,Teal,303,5033,458,1638,2307,451,1967,2527,511,2161,2745,476,2161,2787,358,2088,2647
archi-phon-2006-JSP-2-stops_0012,130.2,0.146,ó,4,Green,304,5433,436,1368,2169,472,1227,2231,475,1116,2168,451,950,2165,434,1031,2165
archi-phon-2006-JSP-2-stops_0013,166.2,0.15,á,3,Purple,305,5833,660,1207,2910,664,1236,2698,672,1169,2734,659,1208,2736,629,1262,2740
archi-phon-2006-JSP-2-stops_0014,142.9,0.112,á,3,Purple,306,5967,672,1419,2448,658,1304,2521,637,1182,2516,600,1243,2511,655,1263,2551
archi-phon-2006-JSP-2-stops_0015,162.9,0.256,áˤ,8,Magenta,307,5700,578,1342,2013,618,1358,2129,664,1364,2231,682,1359,2211,647,1314,2417
archi-phon-2006-JSP-2-stops_0016,139,0.232,áˤ,8,Magenta,308,4500,594,1302,1939,580,1380,1982,585,1371,1993,608,1362,2119,653,1350,2150
archi-phon-2006-JSP-2-stops_0017,197,0.136,í,1,Teal,309,5833,360,1984,2700,399,1919,2754,428,1931,2679,428,1892,3115,489,1780,3094
archi-phon-2006-JSP-2-stops_0018,160.1,0.156,í,1,Teal,310,4500,371,1948,2530,347,2025,2541,349,1948,2465,340,1599,2139,348,1372,2000
archi-phon-2006-JSP-2-stops_0019,169.9,0.13,í,1,Teal,311,4500,365,1789,2630,377,1790,2613,358,1762,2539,383,1662,2156,396,1351,1927
archi-phon-2006-JSP-2-stops_0020,311.3,0.126,í,1,Teal,312,4500,331,1806,2527,347,1857,2585,371,1800,2401,345,1785,2216,354,1532,1856
archi-phon-2006-JSP-2-stops_0021,207.8,0.166,é,2,Navy,313,5833,416,1851,2389,473,1858,2477,493,1872,2424,483,1883,2591,482,1870,2606
archi-phon-2006-JSP-2-stops_0022,129.9,0.164,é,2,Navy,314,4633,336,1736,2271,385,1844,2394,399,1864,2411,405,1840,2432,395,1857,2464
archi-phon-2006-JSP-2-stops_0023,208.4,0.234,á,3,Purple,315,6233,750,1311,2771,626,1369,2995,589,1490,3117,546,1403,3008,496,1380,2951
archi-phon-2006-JSP-2-stops_0024,149.8,0.13,á,3,Purple,316,6100,690,1379,2515,686,1321,2859,605,1362,2935,597,1374,2994,526,1377,2988
archi-phon-2006-JSP-2-stops_0025,161.3,0.134,á,3,Purple,317,6233,601,1051,2392,627,1247,2570,666,1328,2594,678,1369,2539,671,1405,2375
archi-phon-2006-JSP-2-stops_0026,180.9,0.152,á,3,Purple,318,5300,645,1269,2549,699,1415,2802,704,1242,2401,664,1354,2731,587,1470,2769
archi-phon-2006-JSP-2-stops_0027,156.5,0.15,á,3,Purple,319,5567,552,1043,2291,652,1137,2374,651,1236,2501,642,1280,2403,645,1386,2315
archi-phon-2006-JSP-2-stops_0028,186.5,0.238,á,3,Purple,320,5967,647,1257,2395,695,1195,2437,629,1116,2726,634,1184,2674,609,1147,2629
archi-phon-2006-JSP-2-stops_0029,158,0.21,á,3,Purple,321,4767,631,1270,2356,648,1171,2459,650,1155,2705,636,1131,2685,600,1076,2593
archi-phon-2006-JSP-2-stops_0030,197.4,0.176,í,1,Teal,322,5967,393,2040,2388,421,2169,3373,468,2167,3439,456,2156,3481,329,2062,3579
archi-phon-2006-JSP-2-stops_0031,218.2,0.124,í,1,Teal,323,4767,470,2092,2367,396,2111,2321,346,2084,2337,341,2063,2341,316,2003,2285
archi-phon-2006-JSP-2-stops_0032,172.8,0.13,é,2,Navy,324,4767,369,1886,2445,417,1926,2547,406,1910,2537,421,1916,2570,457,1887,2646
archi-phon-2006-JSP-2-stops_0033,183.1,0.126,á,3,Purple,325,4767,537,1319,2361,657,1429,2470,649,1457,2400,648,1466,2370,570,1382,2311
archi-phon-2006-JSP-2-stops_0034,147.7,0.112,é,2,Navy,326,4500,400,1708,2186,426,1801,2293,463,1794,2320,480,1775,2344,449,1800,2423
archi-phon-2006-JSP-2-stops_0035,115.2,0.126,á,3,Purple,327,4900,566,1375,2274,632,1379,2322,666,1401,2331,637,1404,2312,546,1381,2239
archi-phon-2006-JSP-2-stops_0036,176,0.2,áˤ,8,Magenta,328,4900,638,1593,2198,682,1520,2218,691,1514,2198,676,1474,1884,598,1414,1999
archi-phon-2006-JSP-2-stops_0037,145.4,0.162,áˤ,8,Magenta,329,5833,635,1413,2083,638,1427,2124,668,1480,2300,681,1478,2416,631,1491,2545
archi-phon-2006-JSP-2-stops_0038,164.5,0.166,é,2,Navy,330,4767,456,1675,2063,466,1598,2190,512,1578,2292,517,1541,2307,522,1407,2300
archi-phon-2006-JSP-2-stops_0039,135.6,0.164,é,2,Navy,331,4767,460,1622,2131,455,1604,2169,482,1591,2183,512,1563,2259,491,1550,2318
archi-phon-2006-JSP-2-stops_0040,202.9,0.12,í,1,Teal,332,5567,388,2014,2646,410,2079,2651,437,2116,2597,434,2226,2764,435,2016,2711
archi-phon-2006-JSP-2-stops_0041,153.8,0.12,í,1,Teal,333,5167,453,2000,2623,365,2083,2653,410,2077,2669,472,2156,2701,434,2103,2657
archi-phon-2006-JSP-2-stops_0042,188,0.102,é,2,Navy,334,6233,493,1921,2555,484,1868,2493,491,2012,2488,423,2045,2561,420,2065,2608
archi-phon-2006-JSP-2-stops_0043,160.3,0.108,é,2,Navy,335,5033,443,1814,2475,452,1851,2478,477,1961,2485,376,2096,2593,346,2101,2589
archi-phon-2006-JSP-2-stops_0044,172.3,0.204,á,3,Purple,336,5567,603,1210,2331,672,1332,2484,741,1411,2523,740,1399,2590,748,1327,2800
archi-phon-2006-JSP-2-stops_0045,157.8,0.218,á,3,Purple,337,5967,627,1208,2426,699,1356,2582,689,1381,2533,718,1376,2539,669,1365,2536
archi-phon-2006-JSP-2-stops_0046,171.9,0.19,á,3,Purple,338,5700,561,1475,2935,640,1475,2874,668,1353,2697,690,1316,2609,591,1146,2522
archi-phon-2006-JSP-2-stops_0047,139.2,0.128,á,3,Purple,339,5433,546,1323,2508,581,1416,2585,575,1365,2486,560,1298,2473,516,1106,2425
archi-phon-2006-JSP-2-stops_0048,172.4,0.198,á,3,Purple,340,5567,704,1289,2705,662,1270,2705,690,1338,2726,668,1234,2533,613,1240,2504
archi-phon-2006-JSP-2-stops_0049,136,0.126,á,3,Purple,341,5433,675,1345,2558,672,1292,2468,647,1306,2440,599,1235,2359,540,1148,2400
archi-phon-2006-JSP-2-stops_0050,153.6,0.284,ó,4,Green,342,5433,481,716,2700,499,740,2678,543,747,2883,514,1110,2740,476,1275,2399
archi-phon-2006-JSP-2-stops_0051,126.8,0.232,ó,4,Green,343,4900,499,737,2166,482,754,2276,486,742,2459,506,893,2409,530,1118,2181
archi-phon-2006-JSP-2-stops_0052,153.3,0.15,é,2,Navy,344,5300,399,1730,2546,488,1769,2502,509,1713,2486,480,1583,2339,465,1571,2406
archi-phon-2006-JSP-2-stops_0053,139.5,0.108,é,2,Navy,345,4633,416,1668,2443,442,1766,2442,504,1693,2394,509,1571,2281,488,1447,2145
archi-phon-2006-JSP-2-stops_0054,172.3,0.128,é,2,Navy,346,4633,526,1759,2387,533,1656,2311,521,1671,2313,551,1660,2337,500,1640,2307
archi-phon-2006-JSP-2-stops_0055,163.5,0.09,é,2,Navy,347,4900,467,1858,2450,496,1782,2394,514,1731,2362,507,1599,2283,493,1560,2263
archi-phon-2006-JSP-2-stops_0056,264.1,0.126,í,1,Teal,348,5833,332,2030,2762,326,2026,2884,369,2100,2885,389,2083,2578,405,2048,2374
archi-phon-2006-JSP-2-stops_0057,321.4,0.136,í,1,Teal,349,4900,333,1964,2515,308,2062,2610,343,2138,2618,356,2068,2513,345,2087,2586
archi-phon-2006-JSP-2-stops_0058,184.4,0.18,á,3,Purple,350,4767,651,1219,2584,675,1284,2589,666,1293,2551,638,1245,2541,627,1238,2541
archi-phon-2006-JSP-2-stops_0059,154.4,0.136,á,3,Purple,351,5167,622,1225,2477,640,1347,2512,634,1290,2527,638,1308,2537,511,1323,2545
archi-phon-2006-JSP-2-stops_0060,169,0.194,áˤ,8,Magenta,352,5433,664,1437,2334,715,1467,2453,682,1413,2511,722,1471,2531,577,1427,2308
archi-phon-2006-JSP-2-stops_0061,146.4,0.154,áˤ,8,Magenta,353,5433,688,1512,2380,706,1522,2365,710,1518,2355,694,1550,2371,696,1535,2349
archi-phon-2006-JSP-2-stops_0062,188.3,0.2,í,1,Teal,354,5567,328,1891,2545,368,2084,2613,442,2180,2680,438,2155,2681,411,2144,2693
archi-phon-2006-JSP-2-stops_0063,183.8,0.172,í,1,Teal,355,5167,344,1789,2410,468,2079,2577,391,2160,2534,354,2201,2580,369,2140,2636
archi-phon-2006-JSP-2-stops_0064,153.6,0.174,áˤ,8,Magenta,356,4633,574,1537,2265,685,1482,2321,609,1395,2192,640,1443,2148,640,1463,2054
archi-phon-2006-JSP-2-stops_0065,151.3,0.12,áˤ,8,Magenta,357,4633,469,1462,2287,530,1512,2121,607,1416,2138,607,1317,2136,575,1289,2056
archi-phon-2006-JSP-2-stops_0066,155.1,0.116,áˤ,8,Magenta,358,4767,643,1623,2239,643,1491,2202,631,1434,2131,623,1472,2099,583,1440,2058
archi-phon-2006-JSP-2-stops_0067,171.7,0.154,á,3,Purple,359,6100,555,1629,2513,635,1453,2492,687,1383,2436,644,1337,2412,667,1317,2437
archi-phon-2006-JSP-2-stops_0068,137.8,0.112,á,3,Purple,360,5833,522,1452,2368,650,1372,2348,594,1310,2326,580,1313,2345,583,1285,2322
archi-phon-2006-JSP-2-stops_0069,159.3,0.148,í,1,Teal,361,5833,300,2049,2816,303,2058,2681,332,2012,2597,345,2039,2317,350,2037,2106
archi-phon-2006-JSP-2-stops_0070,134.4,0.116,í,1,Teal,362,5433,336,2033,2578,305,2038,2482,293,2027,2525,296,2011,2200,276,2031,2314
archi-phon-2006-JSP-2-stops_0071,231.7,0.128,í,1,Teal,363,5433,356,1981,2679,360,1990,2433,355,1942,2165,347,1894,2141,347,1884,2054
archi-phon-2006-JSP-2-stops_0072,166.4,0.128,óˤ,9,Lime,364,5433,517,1089,1885,507,1045,1903,528,1020,1912,524,1100,2181,526,1316,1954
archi-phon-2006-JSP-2-stops_0073,283.6,0.082,í,1,Teal,365,5700,309,2003,2645,297,2001,2420,285,1961,2358,292,1907,2141,281,1993,2175
archi-phon-2006-JSP-2-stops_0074,125.4,0.116,óˤ,9,Lime,366,5033,496,953,1730,507,931,1825,506,1050,1950,520,1132,2013,520,1210,2037
archi-phon-2006-JSP-2-stops_0075,174.2,0.188,é,2,Navy,367,5833,543,1333,2569,536,1525,2378,517,1702,2356,446,1922,2498,384,2003,2540
archi-phon-2006-JSP-2-stops_0076,192.6,0.182,é,2,Navy,368,5033,397,1737,2443,458,1759,2523,523,1845,2463,393,1842,2281,389,1843,2330
archi-phon-2006-JSP-2-stops_0077,153.7,0.138,é,2,Navy,369,5833,577,1429,2423,507,1759,2506,472,1908,2542,494,1939,2606,460,1974,2592
